"","t2dmeta_long","t2dmeta_long.1","t2dmeta_long.2","t2dmeta_long.3","t2dmeta_long.4","t2dmeta_long.5","t2dmeta_long.6","t2dmeta_long.7","t2dmeta_long.8","t2dmeta_long.9","t2dmeta_long.10","t2dmeta_long.11","t2dmeta_long.12","t2dmeta_long.13","t2dmeta_long.14","t2dmeta_long.15","t2dmeta_long.16","t2dmeta_long.17","t2dmeta_long.18","t2dmeta_long.19","t2dmeta_long.20","t2dmeta_long.21","t2dmeta_long.22","t2dmeta_long.23","t2dmeta_long.24","t2dmeta_long.25","t2dmeta_long.26","t2dmeta_long.27","t2dmeta_long.28","t2dmeta_long.29","t2dmeta_long.30","t2dmeta_long.31","t2dmeta_long.32","t2dmeta_long.33","t2dmeta_long.34","t2dmeta_long.35","t2dmeta_long.36","t2dmeta_long.37","t2dmeta_long.38","t2dmeta_long.39","t2dmeta_long.40","t2dmeta_long.41","t2dmeta_long.42","t2dmeta_long.43","t2dmeta_long.44","t2dmeta_long.45","t2dmeta_long.46","t2dmeta_long.47","t2dmeta_long.48","t2dmeta_long.49","t2dmeta_long.50","t2dmeta_long.51","t2dmeta_long.52","t2dmeta_long.53","t2dmeta_long.54","t2dmeta_long.55","t2dmeta_long.56","t2dmeta_long.57","t2dmeta_long.58","t2dmeta_long.59","t2dmeta_long.60","t2dmeta_long.61","t2dmeta_long.62","t2dmeta_long.63","t2dmeta_long.64","t2dmeta_long.65","t2dmeta_long.66","t2dmeta_long.67","t2dmeta_long.68","t2dmeta_long.69","t2dmeta_long.70","t2dmeta_long.71","t2dmeta_long.72","t2dmeta_long.73","t2dmeta_long.74","t2dmeta_long.75","t2dmeta_long.76","t2dmeta_long.77","t2dmeta_long.78","t2dmeta_long.79","t2dmeta_long.80","t2dmeta_long.81","t2dmeta_long.82","t2dmeta_long.83","t2dmeta_long.84","t2dmeta_long.85","t2dmeta_long.86","t2dmeta_long.87","t2dmeta_long.88","t2dmeta_long.89","t2dmeta_long.90","t2dmeta_long.91","t2dmeta_long.92","t2dmeta_long.93","t2dmeta_long.94","t2dmeta_long.95","t2dmeta_long.96","t2dmeta_long.97","t2dmeta_long.98","t2dmeta_long.99","t2dmeta_long.100","t2dmeta_long.101","t2dmeta_long.102","t2dmeta_long.103","t2dmeta_long.104","t2dmeta_long.105","t2dmeta_long.106","t2dmeta_long.107","t2dmeta_long.108","t2dmeta_long.109","t2dmeta_long.110","t2dmeta_long.111","t2dmeta_long.112","t2dmeta_long.113","t2dmeta_long.114","t2dmeta_long.115","t2dmeta_long.116","t2dmeta_long.117","t2dmeta_long.118","t2dmeta_long.119","t2dmeta_long.120","t2dmeta_long.121","t2dmeta_long.122","t2dmeta_long.123","t2dmeta_long.124","t2dmeta_long.125","t2dmeta_long.126","t2dmeta_long.127","t2dmeta_long.128","t2dmeta_long.129","t2dmeta_long.130","t2dmeta_long.131","t2dmeta_long.132","t2dmeta_long.133","t2dmeta_long.134","t2dmeta_long.135","t2dmeta_long.136","t2dmeta_long.137","t2dmeta_long.138","t2dmeta_long.139","t2dmeta_long.140","t2dmeta_long.141","t2dmeta_long.142","t2dmeta_long.143","t2dmeta_long.144","t2dmeta_long.145","t2dmeta_long.146","t2dmeta_long.147","t2dmeta_long.148","t2dmeta_long.149","t2dmeta_long.150","t2dmeta_long.151","t2dmeta_long.152","t2dmeta_long.153","t2dmeta_long.154","t2dmeta_long.155","t2dmeta_long.156","t2dmeta_long.157","t2dmeta_long.158","t2dmeta_long.159","t2dmeta_long.160","t2dmeta_long.161","t2dmeta_long.162","t2dmeta_long.163","t2dmeta_long.164","t2dmeta_long.165","t2dmeta_long.166","t2dmeta_long.167","t2dmeta_long.168","t2dmeta_long.169","t2dmeta_long.170","t2dmeta_long.171","t2dmeta_long.172","t2dmeta_long.173","t2dmeta_long.174","t2dmeta_long.175","t2dmeta_long.176","t2dmeta_long.177","t2dmeta_long.178","t2dmeta_long.179","t2dmeta_long.180","t2dmeta_long.181","t2dmeta_long.182","t2dmeta_long.183","t2dmeta_long.184","t2dmeta_long.185","t2dmeta_long.186","t2dmeta_long.187","t2dmeta_long.188","t2dmeta_long.189","t2dmeta_long.190","t2dmeta_long.191","t2dmeta_long.192","t2dmeta_long.193","t2dmeta_long.194","t2dmeta_long.195","t2dmeta_long.196","t2dmeta_long.197","t2dmeta_long.198","t2dmeta_long.199","t2dmeta_long.200","t2dmeta_long.201","t2dmeta_long.202","t2dmeta_long.203","t2dmeta_long.204","t2dmeta_long.205","t2dmeta_long.206","t2dmeta_long.207","t2dmeta_long.208","t2dmeta_long.209","t2dmeta_long.210","t2dmeta_long.211","t2dmeta_long.212","t2dmeta_long.213","t2dmeta_long.214","t2dmeta_long.215","t2dmeta_long.216","t2dmeta_long.217","t2dmeta_long.218","t2dmeta_long.219","t2dmeta_long.220","t2dmeta_long.221","t2dmeta_long.222","t2dmeta_long.223","t2dmeta_long.224","t2dmeta_long.225","t2dmeta_long.226","t2dmeta_long.227","t2dmeta_long.228","t2dmeta_long.229","t2dmeta_long.230","t2dmeta_long.231","t2dmeta_long.232","t2dmeta_long.233","t2dmeta_long.234","t2dmeta_long.235","t2dmeta_long.236","t2dmeta_long.237","t2dmeta_long.238","t2dmeta_long.239","t2dmeta_long.240","t2dmeta_long.241","t2dmeta_long.242","t2dmeta_long.243","t2dmeta_long.244","t2dmeta_long.245","t2dmeta_long.246","t2dmeta_long.247","t2dmeta_long.248","t2dmeta_long.249","t2dmeta_long.250","t2dmeta_long.251","t2dmeta_long.252","t2dmeta_long.253","t2dmeta_long.254","t2dmeta_long.255","t2dmeta_long.256","t2dmeta_long.257","t2dmeta_long.258","t2dmeta_long.259","t2dmeta_long.260","t2dmeta_long.261","t2dmeta_long.262","t2dmeta_long.263","t2dmeta_long.264","t2dmeta_long.265","t2dmeta_long.266","t2dmeta_long.267","t2dmeta_long.268","t2dmeta_long.269","t2dmeta_long.270","t2dmeta_short","t2dmeta_short.1","t2dmeta_short.2","t2dmeta_short.3","t2dmeta_short.4","t2dmeta_short.5","t2dmeta_short.6","t2dmeta_short.7","t2dmeta_short.8","t2dmeta_short.9","t2dmeta_short.10","t2dmeta_short.11","t2dmeta_short.12","t2dmeta_short.13","t2dmeta_short.14","t2dmeta_short.15","t2dmeta_short.16","t2dmeta_short.17","t2dmeta_short.18","t2dmeta_short.19","t2dmeta_short.20","t2dmeta_short.21","t2dmeta_short.22","t2dmeta_short.23","t2dmeta_short.24","t2dmeta_short.25","t2dmeta_short.26","t2dmeta_short.27","t2dmeta_short.28","t2dmeta_short.29","t2dmeta_short.30","t2dmeta_short.31","t2dmeta_short.32","t2dmeta_short.33","t2dmeta_short.34","t2dmeta_short.35","t2dmeta_short.36","t2dmeta_short.37","t2dmeta_short.38","t2dmeta_short.39","t2dmeta_short.40","t2dmeta_short.41","t2dmeta_short.42","t2dmeta_short.43","t2dmeta_short.44","t2dmeta_short.45","t2dmeta_short.46","t2dmeta_short.47","t2dmeta_short.48","t2dmeta_short.49","t2dmeta_short.50","t2dmeta_short.51","t2dmeta_short.52","t2dmeta_short.53","t2dmeta_short.54","t2dmeta_short.55","t2dmeta_short.56","t2dmeta_short.57","t2dmeta_short.58","t2dmeta_short.59","t2dmeta_short.60","t2dmeta_short.61","t2dmeta_short.62","t2dmeta_short.63","t2dmeta_short.64","t2dmeta_short.65","t2dmeta_short.66","t2dmeta_short.67","t2dmeta_short.68","t2dmeta_short.69","t2dmeta_short.70","t2dmeta_short.71","t2dmeta_short.72"
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_naeslundii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.07999877600037e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_odontolyticus",0,0,0,0,0,0,0,0,0,0.0001138,0,0,0,0,0,0,9.20999907900009e-05,0,0,0,0,0,0,0,0,0,0.0002179,6.30999810700057e-05,0,0,0,0,0,0,8.96000089600009e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.00074190014838003,0,0,0,0,0,0,0,0,5.47000054700005e-05,0,3.02000060400012e-05,0,0,0,0,0,0,0.000135900013590001,0,0,0,3.9e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28999935500032e-05,0,0,0.000103800020760004,0,2.38e-05,0,0,0.000212500021250002,0,0,0,0,3.69999926000015e-05,3.79000075800015e-05,0,0,0,0,0,0,0,0,0,0,2.69999946000011e-06,0,0,0,3.11000093300028e-05,0,0,0,0,0,0,0,0,0,0,0,6.70000067000007e-06,0,0,0,0,0,0,0.000297699940460012,0,0,0,0,0,0,0,0.00159659952102014,0,0,0,0,0,0,0,0,5.94000237600095e-05,0.000202900060870018,0,9.90000297000089e-05,0,0,0,0,0,0,0,0,0.000104000010400001,0,8.89999377000436e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9000007600003e-06,1.79999982000002e-05,0,0.000152400045720014,0,0.000264700026470003,0.000126100025220005,0,0,0,0,2.69999919000024e-05,0,0,0,0,0,6.50000065000007e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.20000072000007e-06,0,0,0,0,0,0,0.0001686,0,0,2.79999944000011e-05,0,0,0,0,0,0,0,0,4.13000082600017e-05,0,0,4.30000172000069e-06,0,0.00011860005930003,0,0,6.22000062200006e-05,0,0,1.01999949000025e-05,0,0.000103400031020009,0,0,0,0,0,0,9.69999806000039e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75000137500069e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.49999965000003e-05
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_oris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28999954200009e-05,0,0,0,0,0,0,0,0.000204299938710018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_ICM47",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000643500193050058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_turicensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.47999895600031e-05,0,6.87999587200248e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000144999971000006,0,0,0,0.000345399965460003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.00000240000096e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.14000091400009e-05,0,0,0,0,0,0,0,0.00360719891784032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_viscosus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31999973600005e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76999944600011e-05,0,0,0,0,0,0,0,0.000116699964990011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56000078000039e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Mobiluncus|s__Mobiluncus_curtisii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.98000079800008e-05,0,0,0,0,0,0,0,2.32999930100021e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Mobiluncus|s__Mobiluncus_unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000178300017830002,0,0,0,0,0,0,0,2.66999919900024e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Varibaculum|s__Varibaculum_cambriense",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61999983800002e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58999964100004e-05,0,0,4.40000044000004e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetales_noname|g__Tropheryma|s__Tropheryma_whipplei",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.33999893200021e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Brevibacteriaceae|g__Brevibacterium|s__Brevibacterium_casei",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09999978000004e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Brevibacteriaceae|g__Brevibacterium|s__Brevibacterium_unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000127400012740001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
