,FRA,AUS,CHN,USA,DEU
unknown Clostridium [meta_mOTU_v2_5353],-0.2146426788488144,-0.2174907496484265,-0.1911188303171203,0.01321347208249796,-0.2231131479342403
unknown Clostridiales [meta_mOTU_v2_6281],-0.2180138777386864,-0.2708121835995872,-0.1696972874880395,-0.09102089760101556,-0.2207234475846261
Collinsella intestinalis [ref_mOTU_v2_4400],-0.2046192363201825,-0.2739542930063004,-0.1484152383730803,-0.1046225024172736,-0.2179275577062701
unknown Fusobacterium [meta_mOTU_v2_7372],-0.1789023857474464,-0.2903102117843147,-0.16125808895642,-0.1369680130754331,-0.2188489621782105
unknown Clostridiales [meta_mOTU_v2_5347],-0.1452564065968897,-0.2466335909756887,-0.2027802431279077,-0.064896650724004,-0.2192478014519039
unknown Clostridiales [meta_mOTU_v2_5890],-0.1179203777903186,-0.2151691868654287,-0.2846788284476004,-0.01127200538264637,-0.2234535514886176
unknown Bacteroidales [meta_mOTU_v2_7353],-0.09321552065403228,-0.1889489448550951,-0.3672554575613218,0.03426584796430482,-0.2266043705437206
unknown Massiliomicrobiota [meta_mOTU_v2_7010],-0.09673901092429803,-0.2570556702930542,-0.4472706144169433,-0.05535415442528722,-0.2321704362227828
unknown Clostridiales [meta_mOTU_v2_7200],-0.08437131553492909,-0.2983813472420517,-0.4354149684462694,-0.1166302077877819,-0.2050782829876094
unknown Clostridiales [meta_mOTU_v2_5754],-0.0666895324966487,-0.2890794370812664,-0.3420753370388829,-0.1568619088455468,-0.1529668958263701
Gemella morbillorum [ref_mOTU_v2_4513],1.924958038298278,0.7184906677111481,1.55032346627533,0.5506292832851718,1.335740731107782
Prevotella nigrescens [ref_mOTU_v2_0276],3.075090461972724,1.639080542652889,2.567177451846248,1.529480236843405,2.581465182910108
Prevotella intermedia [ref_mOTU_v2_0515],3.86377006290077,2.659615536202948,3.218372608903402,2.603439213390989,3.680799821936259
Fusobacterium nucleatum s. animalis [ref_mOTU_v2_0776],3.994959139736457,3.599257820710616,3.199598414581537,3.467447172982435,4.386703577220882
Porphyromonas somerae [ref_mOTU_v2_2101],3.501926378532627,3.958057614787712,2.416313887139272,3.447871967929768,4.169315770955275
Porphyromonas uenonis [ref_mOTU_v2_4616],2.781776182556186,3.896551596960464,1.372630832680929,3.023747155710209,3.46385952611088
unknown Porphyromonas [meta_mOTU_v2_7777],2.016294277184493,3.364304376226468,0.3653915607085223,2.345298424952995,2.374086376970196
Fusobacterium ulcerans [ref_mOTU_v2_1396],1.408101730541915,2.76907687721932,-0.2288274612486197,1.992774321655074,1.503714673756811
Blautia producta [ref_mOTU_v2_1889],0.9247838938276045,2.083745013179376,-0.4612611790480588,1.65508849721955,0.7591471652054741
Eggerthella lenta [ref_mOTU_v2_0642],0.6120020027376161,1.575328136009891,-0.3938695019239114,1.54236449049521,0.3973728835999122
Clostridium clostridioforme [ref_mOTU_v2_0980],0.3814738049443357,1.095004201143192,-0.2638107003486396,1.313715140956767,0.09209378741842875
Anaerostipes caccae [ref_mOTU_v2_1381],0.2362738180729297,0.8186119056697878,-0.08711461517306648,1.225675205512523,-0.03727173735428702
Blautia producta [ref_mOTU_v2_4020],0.1312154932928344,0.5508536588082343,0.024088204782359,1.064819153747208,-0.148124310650143
Butyricicoccus pullicaecorum [ref_mOTU_v2_2510],0.02870795780215668,0.3933732707039854,0.08148635468844548,0.9801238928200011,-0.1928600012878145
unknown Clostridiales [meta_mOTU_v2_6629],-0.06142725529105937,0.2121129483501732,0.08257901380090994,0.7730016939559221,-0.2460854625403634
Lachnospiraceae bacterium 1_4_56FAA [ref_mOTU_v2_4723],-0.1201376558416085,0.1168161793459714,0.0637888567470967,0.6618285309569852,-0.2742646778701766
Megasphaera massiliensis [ref_mOTU_v2_2684],-0.1628146012027544,-0.00494397660759174,0.007610698584162176,0.4773080263174062,-0.2964230186412371
Clostridium sp. AT4 [meta_mOTU_v2_7263],-0.2051950662250759,-0.06684748328056223,-0.02849774021102484,0.3193215806609821,-0.2989428828157446
unknown Clostridiales [meta_mOTU_v2_5466],-0.2398490160130813,-0.1745697906457584,-0.07898516167837907,0.07578439308792972,-0.3010771340272306
unknown Clostridiales [meta_mOTU_v2_7550],-0.2578561084498071,-0.241359468311694,-0.07032159001416734,-0.0707859537343757,-0.2951784813416408
unknown Clostridiales [meta_mOTU_v2_6548],-0.2595915731405464,-0.3191220826537248,-0.0384306464037361,-0.1961566274637768,-0.2907300200104368
unknown Clostridiales [meta_mOTU_v2_6823],-0.2373178016248775,-0.3304066066569838,-0.0121235566523845,-0.2258564746870338,-0.2860612145783323
Burkholderiales bacterium YL45 [meta_mOTU_v2_6818],-0.192307819735315,-0.3448614169869297,-0.03994390215699357,-0.2590321196129109,-0.2876253768768821
unknown Clostridium [meta_mOTU_v2_5940],-0.1408064964289965,-0.2726184657023132,-0.1228268621554666,-0.1740572791582197,-0.2902133416964454
unknown Clostridiales [meta_mOTU_v2_6961],-0.0892024747952564,-0.2096237320408791,-0.2629245540854715,-0.1022645556093686,-0.2982578457159041
unknown Lachnospiraceae [meta_mOTU_v2_6615],-0.04620006155453835,-0.1710699152310922,-0.4003195872099783,-0.05610611749073813,-0.3042925654633735
unknown Clostridiales [meta_mOTU_v2_6975],-0.04475862496580508,-0.2748859216084209,-0.5348200428177016,-0.1689161114830982,-0.3124798708836372
Bifidobacterium sp. [ref_mOTU_v2_1180],-0.0376350074895653,-0.3564618874275392,-0.5485669181490497,-0.2387092950021625,-0.2758965131374269
unknown Clostridiales [meta_mOTU_v2_5511],-0.03611207968085729,-0.3659012394060562,-0.4417283235877558,-0.25844707832278,-0.2055365879804761
Peptostreptococcus stomatis [ref_mOTU_v2_4614],2.53038057667599,1.057115030137504,2.025289750967706,0.7485827063789695,1.931027262437729
Solobacterium moorei [ref_mOTU_v2_0531],3.952970413702024,2.195010321195946,3.336335755555789,1.9161847234294,3.533275156088525
Parvimonas sp. [ref_mOTU_v2_5245],4.869902985131136,3.394010154791997,4.147750494437449,3.166971199937743,4.833229531457071
unknown Dialister [meta_mOTU_v2_5867],4.915894917988942,4.397301030171005,4.074878151186476,4.07666732905335,5.495662225773121
Anaerococcus obesiensis/vaginalis [ref_mOTU_v2_0429],4.237424436430588,4.727070746189955,3.053835091033517,3.954575962673964,5.024607941491759
Clostridiales bacterium S5-A14a [meta_mOTU_v2_5486],3.337376422038182,4.585092705601157,1.743861402945844,3.380016401318216,4.037461820633349
Porphyromonas uenonis [ref_mOTU_v2_2102],2.428951134091927,3.958046288377515,0.5148765928192928,2.567489211350349,2.701484628191173
unknown Sutterella [meta_mOTU_v2_5677],1.706128661502867,3.239931488921442,-0.1699964978584209,2.114801507227394,1.679442087459931
Coprobacillus sp. [ref_mOTU_v2_1401],1.142873642411668,2.443388910084475,-0.411386315045124,1.739852524494843,0.8394637807209145
Clostridium innocuum [ref_mOTU_v2_0643],0.7629173011666461,1.816086288237251,-0.3008528979350041,1.576620865238958,0.426055674953332
unknown Clostridiales [meta_mOTU_v2_6867],0.4988713452147733,1.258313438234913,-0.1038343993365473,1.326815743444076,0.09116141767321928
Clostridium clostridioforme [ref_mOTU_v2_0979],0.3298871936081366,0.924520667092339,0.1568584189131008,1.219047773129373,-0.04662101595098198
Erysipelotrichaceae sp. [ref_mOTU_v2_4724],0.2113361806703405,0.6314699010844079,0.3188969051398383,1.056040088117162,-0.1627493196569073
Clostridium scindens [ref_mOTU_v2_0883],0.08205275346230292,0.4483158040749834,0.3849548075092217,0.9351951764855713,-0.2151651692135704
Bacteroides fragilis [ref_mOTU_v2_0287],-0.02653391391795728,0.2590032765626833,0.3621803963901469,0.7039291616593504,-0.275625991953491
unknown Clostridiales [meta_mOTU_v2_7553],-0.09944577339783897,0.1504174723446794,0.313445290330175,0.5558291028017932,-0.3061601060988383
unknown Tyzzerella [meta_mOTU_v2_7425],-0.1474634304733467,0.02103764942691654,0.2246653313203773,0.3631554095790437,-0.328273112047259
Acidaminococcus intestini [ref_mOTU_v2_0391],-0.1999569827794681,-0.05830899057355374,0.1673691761961622,0.1803622100694691,-0.3293439350749224
Eubacterium sp. [ref_mOTU_v2_1395],-0.2396352434638064,-0.1809134893356514,0.09605441736241987,-0.07707762088777141,-0.3292218655978629
unknown Clostridiales [meta_mOTU_v2_7702],-0.2616903559500537,-0.267927002016969,0.0945561066865275,-0.2324959333714267,-0.319715319963472
Clostridium spiroforme [ref_mOTU_v2_4235],-0.2623669183603798,-0.357150517695362,0.1290809719109363,-0.3441586599964432,-0.3119169666681919
Clostridiales bacterium VE202-14 [ref_mOTU_v2_2689],-0.2366187242615494,-0.377350387542486,0.1559569121856576,-0.3748013864962563,-0.3061735732308298
unknown Anaeromassilibacillus [meta_mOTU_v2_5357],-0.1785096562103168,-0.3863536923849597,0.1112640973006004,-0.3917771588392174,-0.3106942156707477
Clostridium saccharolyticum [ref_mOTU_v2_1380],-0.1165931022468703,-0.2975564762057669,-0.01422291621646461,-0.3040337993690958,-0.3193451766067635
unknown Ruminococcaceae [meta_mOTU_v2_6652],-0.04219776548467923,-0.2124643031532506,-0.2049499899722544,-0.2278181744849687,-0.3333483070895464
unknown Clostridiales [meta_mOTU_v2_6371],0.01879285017401606,-0.170374221065917,-0.381898493176031,-0.1894944104248222,-0.3431986500520945
Merdibacter massiliensis [meta_mOTU_v2_6340],0.03143228194145502,-0.2914175483258462,-0.5510298405655286,-0.3001938817679065,-0.353340088407378
unknown Clostridiaceae [meta_mOTU_v2_5382],0.03173498172979053,-0.3925680793280252,-0.5872431450251955,-0.3559385372568269,-0.3119394858980906
Enorma massiliensis [ref_mOTU_v2_1824],0.01297662773681982,-0.4076731270642054,-0.4813025096354776,-0.339129890538742,-0.2322476171443442
Mogibacterium timidum [ref_mOTU_v2_1136],2.72097559715227,1.145921416081296,2.099893574818347,0.8248983358155927,2.200682776237896
Parvimonas micra [ref_mOTU_v2_1145],4.187674474058986,2.255472261473679,3.456821456038189,1.972573344686854,3.859804601681713
Parvimonas sp. [ref_mOTU_v2_4961],5.077493570195198,3.380093956453427,4.272802584725122,3.177474169294439,5.086095453049961
Fusobacterium nucleatum s. vincentii [ref_mOTU_v2_0754],5.011592104396009,4.22611238941567,4.146639760458025,3.9314995842927,5.510577203188139
Peptostreptococcus anaerobius [ref_mOTU_v2_0148],4.227407253103614,4.429469642363441,3.058170602076908,3.679964351621626,4.807348477963524
Fusobacterium gonidiaformans [ref_mOTU_v2_1404],3.260211370148291,4.194497823233176,1.719524481646936,3.008923566994524,3.677636379115839
unknown Phascolarctobacterium [meta_mOTU_v2_5554],2.331291803798748,3.56684407374101,0.5033888412119615,2.19662777548425,2.343636836011127
unknown Veillonellaceae [meta_mOTU_v2_6915],1.60804487821498,2.850304121934661,-0.1120542544680407,1.718104846221757,1.38916373964859
Clostridium boltae/clostridioforme [ref_mOTU_v2_0886],1.064251694134071,2.106946915054502,-0.2717669869074282,1.39820012822724,0.6530621477235785
Hungatella hathewayi [ref_mOTU_v2_0882],0.6907788142030915,1.500373990462173,-0.0979576319335998,1.211212297193231,0.2920487980204755
unknown Clostridiales [meta_mOTU_v2_7104],0.4481524871664549,0.9983786325746251,0.1546991937113982,0.9920429568104279,0.01511960376750417
Flavonifractor plautii [ref_mOTU_v2_1377],0.294210588668845,0.689944070486874,0.4737898751210111,0.8758985891067721,-0.09263680178317958
unknown Clostridiales [meta_mOTU_v2_6672],0.1901805128104772,0.4491463265310158,0.6659592953068442,0.7458887487195399,-0.1819429941850298
Clostridium symbiosum [ref_mOTU_v2_1475],0.06181707092228588,0.2912165597015883,0.7355298983517047,0.5996582895563579,-0.2284351196612848
unknown Clostridiales [meta_mOTU_v2_6105],-0.04215864406691013,0.1435306765930047,0.6805436970280223,0.3815660156567625,-0.2803084974369338
Holdemania massiliensis [ref_mOTU_v2_2557],-0.1112130144474188,0.05082824584419326,0.5954814428060269,0.2151305837698019,-0.3048676311170751
unknown Clostridiales [meta_mOTU_v2_6891],-0.1518962332703694,-0.05157131609921665,0.4693543421445447,0.06194013834869787,-0.3204797634264437
Clostridium sp. KLE 1755 [ref_mOTU_v2_0860],-0.1999385875392923,-0.1244423110423622,0.3923935375104076,-0.09991344703473587,-0.3186902203784004
unknown Clostridiales [meta_mOTU_v2_6561],-0.2344732905111858,-0.2282082888202888,0.3068103406857223,-0.3034531999231893,-0.3148612375227169
Blautia hydrogenotrophica [ref_mOTU_v2_4324],-0.2544775863267162,-0.3086301784161106,0.2946935870106236,-0.4251430867356961,-0.3023168291855705
unknown Clostridiales [meta_mOTU_v2_6073],-0.2548011693259787,-0.3830264432307858,0.3211502944420733,-0.4880279274962646,-0.2917714443422808
unknown Clostridiales [meta_mOTU_v2_7097],-0.2317644908548784,-0.4037178541073996,0.3380817450670509,-0.5064511538640734,-0.2861510889093923
unknown Clostridiales [meta_mOTU_v2_6036],-0.1756366515027614,-0.40771740412902,0.272697416834442,-0.4975449837013458,-0.2940307077821466
unknown Ruminococcaceae [meta_mOTU_v2_7593],-0.1190532180064034,-0.3325258974758448,0.1080483976045761,-0.4250753469078666,-0.3094268221335382
unknown Anaeromassilibacillus [meta_mOTU_v2_5656],-0.03715779345299604,-0.2598148552892632,-0.1197680517487686,-0.3607705906560664,-0.3287895606044065
unknown Oscillibacter [meta_mOTU_v2_6438],0.03114388254910642,-0.2346554547144869,-0.3200895012896212,-0.3398500760132447,-0.3418246991141174
Faecalicoccus pleomorphus [ref_mOTU_v2_2178],0.0539973641753593,-0.3478192194957069,-0.5010742478666229,-0.4257273887719568,-0.3524018528356593
unknown Collinsella [meta_mOTU_v2_6772],0.05380944700812222,-0.4283332302044135,-0.5522921669944569,-0.44927170444197,-0.3109913878930969
unknown Clostridiales [meta_mOTU_v2_5569],0.02889868776899129,-0.4187003625142166,-0.4601254652857847,-0.3854249389726364,-0.2311718693904729
Streptococcus salivarius [ref_mOTU_v2_0199],2.564090372813196,0.8957363084510487,1.961261525668948,0.6450976942806733,2.069596552419702
Streptococcus constellatus/intermedius [ref_mOTU_v2_0143],3.944337111406606,1.788004613349774,3.254548901712945,1.605345703761546,3.548961329044409
Prevotella oris [ref_mOTU_v2_0520],4.745257032032133,2.688122364588672,4.033741976598972,2.615116507256001,4.541982975490768
Alloprevotella tannerae [ref_mOTU_v2_4636],4.604689597238255,3.320826733640768,3.898383076097659,3.191870775460274,4.712016013897951
Pyramidobacter piscolens [ref_mOTU_v2_4064],3.771256984550304,3.405149093777726,2.835705223093508,2.893019922280447,3.89152902845862
Bacteroides coprophilus [ref_mOTU_v2_4472],2.781195224638603,3.121374594211349,1.565171459699587,2.249820311154398,2.778110627523561
unknown Desulfovibrio [meta_mOTU_v2_5993],1.871646284369409,2.552960987495656,0.4388928722445316,1.533595984507585,1.612367242616951
Phascolarctobacterium sp. [ref_mOTU_v2_2805],1.211714886296439,1.934205222714645,-0.08133502464880706,1.126884030307573,0.856492926855343
Parabacteroides johnsonii [ref_mOTU_v2_5296],0.7440120572890404,1.339608279159861,-0.1557418242895477,0.8992576244035402,0.3200722434920715
Bacteroides fragilis/ovatus [ref_mOTU_v2_1073],0.4350038553842861,0.8642869790652634,0.06476678292828311,0.7415137337307766,0.07143112052774744
Clostridium citroniae [ref_mOTU_v2_4882],0.2437627794271424,0.4985515638692896,0.3337042686191698,0.5584872779948883,-0.1069383846801004
Dielma fastidiosa [ref_mOTU_v2_0138],0.1319017894010936,0.2832143159253226,0.6600940565101803,0.4532007338416282,-0.1655689437452039
Ruminococcus torques [ref_mOTU_v2_1376],0.05919033530012514,0.1315714868486885,0.8481977547711241,0.3495264906443358,-0.2158620129134715
Clostridium asparagiforme [ref_mOTU_v2_4394],-0.04161824787347051,0.03387675360122245,0.9134515058752847,0.2200399272974879,-0.2471265034043836
Anaerotruncus colihominis [ref_mOTU_v2_0884],-0.1256100070415411,-0.05766060154705717,0.8290093441770499,0.03942163733510222,-0.2833895078976186
unknown Clostridiales [meta_mOTU_v2_5517],-0.1760734268770127,-0.1174742181612121,0.7121918049645831,-0.0894030412002057,-0.299620027936232
Lachnospiraceae bacterium 3_1_57FAA_CT1 [ref_mOTU_v2_0887],-0.204562728805797,-0.1843284417544621,0.5523909488230521,-0.1853834998708845,-0.308167180302356
uncultured Eubacterium sp. [meta_mOTU_v2_6201],-0.2363066305495571,-0.2312066931219478,0.4540235215758285,-0.282530126177269,-0.3024061836264132
unknown Clostridium [meta_mOTU_v2_5331],-0.2602696113577145,-0.2999099008600822,0.3526567373284062,-0.4204962562931665,-0.2938293843273019
unknown Clostridiales [meta_mOTU_v2_5339],-0.27183227551909,-0.3491028214506256,0.3251453458443643,-0.4844951371231692,-0.2765401203740827
unknown Clostridiales [meta_mOTU_v2_5735],-0.2742385530963616,-0.3932987259868808,0.3334143712914412,-0.498793092434394,-0.262589661074131
unknown Clostridiales [meta_mOTU_v2_6260],-0.2590210827574472,-0.4025758716646248,0.3356793777335331,-0.4782726516430402,-0.2574451868047822
unknown Clostridiales [meta_mOTU_v2_6856],-0.2230739626633502,-0.410379369431319,0.2585281197398231,-0.4628198056147176,-0.2707862508051951
unknown Clostridiales [meta_mOTU_v2_7337],-0.1877370616415288,-0.3732949988458834,0.07855820708025088,-0.4276019746515546,-0.2952448174398246
Ruminococcaceae bacterium D16 [ref_mOTU_v2_4480],-0.1220883020222265,-0.3512335558603724,-0.1564768681371685,-0.4259281077142016,-0.3227161275502816
unknown Clostridiales [meta_mOTU_v2_7784],-0.06113016140321943,-0.3632361163007568,-0.3519898939994285,-0.441842993332311,-0.3405865370556088
unknown Clostridiales [meta_mOTU_v2_6929],-0.03461580448558828,-0.4662551976481997,-0.5129249122821824,-0.5183709951288675,-0.3531506331857259
unknown Clostridiales [meta_mOTU_v2_6022],-0.02132360193935406,-0.50251034823216,-0.5467852562269873,-0.5125367136075887,-0.3125892847938259
unknown Clostridiales [meta_mOTU_v2_6259],-0.02400351817015291,-0.4467031866114456,-0.4496229125802335,-0.4177434379934279,-0.2324191154145137
Streptococcus oralis [ref_mOTU_v2_0356],2.029353518401694,0.4173391201564972,1.453855365032757,0.3686411933377972,1.577044526866699
Streptococcus sp. 2_1_36FAA [ref_mOTU_v2_1399],3.168991270544619,0.9703105000717814,2.469369126061641,1.076006666752291,2.69039419803558
Streptococcus anginosus [ref_mOTU_v2_0351],3.819392308633349,1.569320766757951,3.092608254949701,1.837958916346087,3.371021227436777
Streptococcus anginosus [ref_mOTU_v2_0004],3.66023641891054,1.991590992037614,2.989033421040241,2.243805878039884,3.354673642782322
Fusobacterium varium [ref_mOTU_v2_4311],2.878805854367795,2.000975824740054,2.120524669955074,1.95281798420811,2.587564818822759
Bacteroides fragilis [ref_mOTU_v2_0286],1.959789782255954,1.721769765160828,1.102001381347338,1.396225172250584,1.652495975570078
Bacteroides plebeius [ref_mOTU_v2_4343],1.152358805552224,1.258693464128381,0.2204926914375875,0.8244075761976641,0.7814307854620066
Fusobacterium mortiferum [ref_mOTU_v2_4310],0.6229377710608098,0.7954001846705504,-0.1380878845912416,0.5389594081427675,0.2900296231763926
Bacteroides thetaiotaomicron [ref_mOTU_v2_0897],0.2859460498188975,0.4085336849858193,-0.1214837756131029,0.4360810595459552,-0.01337886203955676
Bacteroides dorei/vulgatus [ref_mOTU_v2_0898],0.08235816621641966,0.1343095864215758,0.1183492985502726,0.3581935863571195,-0.1339727666744676
Bacteroides xylanisolvens [ref_mOTU_v2_1072],-0.03588486958971573,-0.051094957903508,0.3684295830398404,0.2341958456391712,-0.2087023968046541
unknown Burkholderiales [meta_mOTU_v2_7434],-0.09380433622745395,-0.1419069074602863,0.6548851769240563,0.159916779300774,-0.2218304993807647
unknown Akkermansia [meta_mOTU_v2_7059],-0.129330888178815,-0.1964597097896108,0.8158864822292793,0.08530458544881689,-0.2391076682981785
Subdoligranulum sp. 4_3_54A2FAA [ref_mOTU_v2_4738],-0.1893709528253984,-0.222955434920932,0.8712074282563255,-0.002393146148485379,-0.257821186672364
Oscillibacter sp. KLE 1728 [ref_mOTU_v2_0858],-0.2445180907679072,-0.2588638652292859,0.7766379025888283,-0.1380598743216322,-0.2820451407391804
Intestinimonas butyriciproducens [ref_mOTU_v2_2968],-0.272085622996432,-0.2804136747428563,0.6422879661882277,-0.2133254309268321,-0.2940458419638046
Holdemania filiformis [ref_mOTU_v2_4459],-0.2881763469443785,-0.3115392262304338,0.467574250678442,-0.2662491422658721,-0.2994858364181019
unknown Clostridiales [meta_mOTU_v2_6699],-0.3001446712771341,-0.3241619590493461,0.3525310041933989,-0.2899753431351907,-0.2920263405840504
unknown Ruminococcaceae [meta_mOTU_v2_7652],-0.3123282069804558,-0.3536665723307016,0.2449284795744604,-0.3634630885880357,-0.2807151945504128
unknown Clostridiales [meta_mOTU_v2_6028],-0.3143753963454212,-0.363841596846619,0.2069104248467901,-0.3639532640921083,-0.2614033343305521
unknown Pseudoflavonifractor [meta_mOTU_v2_6108],-0.3197589454175349,-0.3766552839614853,0.2041164796356332,-0.3452546091719275,-0.2467653290833994
unknown Ruminococcus [meta_mOTU_v2_5392],-0.3144130596164055,-0.3708275475028343,0.1975089546080489,-0.2920745822017872,-0.2432647705627324
unknown Clostridiales [meta_mOTU_v2_5791],-0.3050081055316292,-0.3880511671136502,0.1239362902406692,-0.2975394051099525,-0.2607076018387026
unknown Oscillibacter [meta_mOTU_v2_7111],-0.2961583431797575,-0.3991882005640933,-0.04757162962681544,-0.31652876936786,-0.2907987247517529
Oscillibacter sp. CAG:155 [meta_mOTU_v2_5868],-0.2613468108274596,-0.4439840207249532,-0.265431044473004,-0.4022285943583625,-0.3230952956567245
unknown Clostridiales [meta_mOTU_v2_7209],-0.2217127252245744,-0.5026409740403258,-0.4438890451014434,-0.4686303817195193,-0.3441956519194545
unknown Clostridiales [meta_mOTU_v2_7298],-0.2029174717454303,-0.6007967559962879,-0.5750825207536221,-0.5608382114848648,-0.3584195823747479
unknown Clostridiales [meta_mOTU_v2_6791],-0.1703371731359847,-0.5898064556325847,-0.5777231943913353,-0.5464231651119783,-0.3183788189176118
unknown Clostridiales [meta_mOTU_v2_6054],-0.1310915967499015,-0.4833722392411269,-0.4609188825255514,-0.4432884333742188,-0.2369302208137911
Streptococcus australis [ref_mOTU_v2_1524],1.469497003849353,-0.04179575138819443,1.004353174220452,0.07295828590137189,1.040640124178813
Streptococcus vestibularis [ref_mOTU_v2_0198],2.354104946364601,0.2067042308718962,1.755838061211407,0.5405012669800514,1.808766135251795
Streptococcus anginosus [ref_mOTU_v2_0687],2.84455537081477,0.5408112236767552,2.227478919244997,1.068097248009273,2.232578877768437
Bifidobacterium dentium [ref_mOTU_v2_0631],2.678301842268546,0.8116069328628769,2.157919032996064,1.362209668019388,2.136212069998583
Enterobacteriaceae sp. [ref_mOTU_v2_0036],1.974863245518121,0.8013129448010518,1.484151202129749,1.129707847699231,1.504166196334713
Klebsiella sp. [ref_mOTU_v2_0160],1.171027640555896,0.5887281749434173,0.7142408678930239,0.7049660643945552,0.8007323098690085
Bacteroides coprocola [ref_mOTU_v2_4312],0.5072414766588672,0.2664333440507746,0.05975147720600607,0.278497755541797,0.2177788005535072
unknown Synergistaceae [meta_mOTU_v2_6989],0.138432033135276,-0.01391288010167252,-0.1845371892198728,0.1389710784846748,-0.04075163944351658
Parabacteroides gordonii [ref_mOTU_v2_2090],-0.05944707412161267,-0.2020115003452932,-0.1347864882903762,0.1544630958159258,-0.1706788294217095
Bilophila wadsworthia [ref_mOTU_v2_1149],-0.1540182112139217,-0.2873395392012998,0.07745740172118767,0.1732921936935038,-0.1978657750630505
Bacteroidales sp. [ref_mOTU_v2_1074],-0.2063007954696363,-0.3225030015349568,0.2811568410785982,0.09230183655947558,-0.2096110361637008
Bacteroides cellulosilyticus/timonensis [ref_mOTU_v2_0692],-0.2162953146621596,-0.3055484136162956,0.5122204380487683,0.04897225891211403,-0.2005418397217507
Bacteroides rodentium/uniformis [ref_mOTU_v2_0899],-0.2276956803495682,-0.2890085683889331,0.640795577445639,-0.01136557154654525,-0.2087541500089979
Alistipes putredinis [ref_mOTU_v2_4266],-0.251934207530044,-0.2569408768481272,0.6840306628296711,-0.03882245346728157,-0.2269577683531133
Clostridium leptum [ref_mOTU_v2_4234],-0.2875695367918638,-0.2545197779082964,0.5918639692215089,-0.1222145062297004,-0.2534698281614842
Adlercreutzia equolifaciens [ref_mOTU_v2_3198],-0.2989598381807562,-0.2458586238956863,0.4527280766070248,-0.1301470037340486,-0.2693098225652678
unknown Clostridiales [meta_mOTU_v2_6419],-0.3135851773649567,-0.2601536420371787,0.2786391914671065,-0.1552873306974389,-0.277798487154699
unknown Clostridiales [meta_mOTU_v2_5954],-0.3130072306445783,-0.2502270520522198,0.1588840653823562,-0.1173394365402096,-0.271598456225446
unknown Clostridiales [meta_mOTU_v2_7281],-0.3212250512354776,-0.2610960344204464,0.05220114405241862,-0.1544637353441435,-0.2601005210537244
Akkermansia muciniphila [ref_mOTU_v2_1301],-0.3148687231769308,-0.2449807363106333,0.01083632136159368,-0.1139060317882468,-0.2397796229050847
