,FRA,AUS,CHN,USA,DEU
unknown Clostridiales [meta_mOTU_v2_5415],-6.6031373067116945,0.0,0.0,-7.118787980716013,-1.7136471921701943
unknown Clostridiales [meta_mOTU_v2_5442],-0.01697275184059599,-1.0628494375895627,-1.121451077915415,-1.3695651277716223,-1.4088357715867765
Clostridium sp. CAG:793 [meta_mOTU_v2_5464],6.9971568635198125,-2.04886367434886,-9.618582324305706,6.548170212550367,-4.544093153955286
unknown Clostridiales [meta_mOTU_v2_5466],-0.8886026038416421,-1.674355768215798,0.9279343824169111,0.05213133977467432,2.3844430876492986
Clostridiales bacterium 41_21_two_genomes [meta_mOTU_v2_5482],-3.3826134752156207,-0.9152593282916737,8.860534280482321,-0.2573642076030289,-0.3702370098698182
Clostridiales bacterium S5-A14a [meta_mOTU_v2_5486],2.3402478616726565,2.952147149590443,8.514990224059291,1.6852265267230369,1.3049820465744517
Clostridium sp. CAG:571 [meta_mOTU_v2_5498],-2.396348336817214,-0.8249825732983016,-2.3795831276545787,-1.3329451305373645,-7.2753492471497765
Clostridium sp. CAG:594 [meta_mOTU_v2_5501],-0.21146216705970566,-10.088476134192426,1.7928859783450424,-0.39267028708994367,-1.8323339550805198
unknown Clostridium [meta_mOTU_v2_5505],-1.051393400029978,-1.1666122626464492,-0.48983868467605163,-3.248046509337529,-1.0081370429591416
unknown Clostridiales [meta_mOTU_v2_5511],0.6426867250563628,0.6410920906910356,2.1209689101576075,1.649387338312863,0.2570445820899767
unknown Clostridiales [meta_mOTU_v2_5513],-0.2295338204569184,0.18734772971703073,0.5425972306370088,-0.279158736273903,-0.6878415188275131
unknown Clostridiales [meta_mOTU_v2_5514],2.5826357583145914,0.7276021203516745,1.9174758501638696,0.546888120652298,0.3501670100874339
unknown Clostridiales [meta_mOTU_v2_5517],0.41232174567026014,0.268996922430464,0.4015328398216962,0.0016624647422123218,-0.2327440879393663
unknown Clostridiales [meta_mOTU_v2_5540],-0.5655086403395426,-0.22516886280596538,0.5959590392513645,-1.5098029669322166,-1.075175060793712
unknown Clostridium [meta_mOTU_v2_5561],0.8350403140808877,-0.27166206066876875,1.3062783449804147,-1.250217480242628,0.18802387123752062
unknown Clostridiales [meta_mOTU_v2_5569],0.9549077736910583,0.01681759313638942,-0.9059045848262013,0.680447122611314,0.16563406454420715
unknown Clostridiales [meta_mOTU_v2_5571],-1.121088961884496,-8.248085689383618,-4.225037803188098,-7.389986305174958,7.074822136203318
unknown Clostridiales [meta_mOTU_v2_5583],0.37631386679760404,0.7171570104061011,-5.00997675978153,-1.360281132146234,-0.19627086105504432
unknown Clostridium [meta_mOTU_v2_5585],-0.1854969835494309,-3.0426994871217037,-1.4580766171980946,-4.2506199597357845,-3.0185007583666064
unknown Clostridiales [meta_mOTU_v2_5591],-0.5475614651771021,-0.31703963959120074,0.07631892133387375,0.30262871588311135,-0.19651539922768535
unknown Clostridiales [meta_mOTU_v2_5603],0.1040625571075342,0.24949685041042358,0.09126175228744149,-0.05875886431459332,-0.10986468090585788
unknown Clostridiales [meta_mOTU_v2_5641],0.19638963330532455,0.02188964734650689,1.6665786028916774,0.5267722383808451,-0.24603286311844386
unknown Clostridiales [meta_mOTU_v2_5653],0.03268441641351849,-0.11921283910522718,5.337850520084864,-0.22513932974431228,-0.8154769134019428
unknown Clostridiales [meta_mOTU_v2_5661],2.396380450773165,-1.306215482964781,0.9402154244495753,0.5257837539746664,-1.321169949608251
unknown Clostridiales [meta_mOTU_v2_5669],-0.5594622088441721,0.1057713927812074,-0.09491503656024758,0.3108956720192335,-0.420576920191035
Clostridium sp. CAG:273 [meta_mOTU_v2_5681],-1.3851376629685923,-1.0050761350425272,2.3523785681115896,-1.1954707132481603,-0.37028114202631457
Clostridium sp. CAG:306 [meta_mOTU_v2_5698],0.04389485492461276,-3.2157276585004677,4.702550128796222,-0.4765107146169516,-0.047876445145488944
unknown Clostridiales [meta_mOTU_v2_5710],1.3363312252695643,-4.729316807239714,-1.2836679960256738,-1.0220160200108825,2.5396436790733237
unknown Clostridiales [meta_mOTU_v2_5712],0.0526288164958455,0.14930906587862403,-0.14984470522351145,-0.005302639602636994,0.06326590760546758
Clostridium sp. CAG:590 [meta_mOTU_v2_5713],1.5055145488831378,0.4151834381920647,0.0,-7.316166974682728,-2.432510727677574
Clostridium sp. 27_14 [meta_mOTU_v2_5718],0.5453851231155173,-0.38053531633674886,-0.6210805482653585,0.9758271520397628,-1.8735473202067094
Clostridium sp. CAG:568 [meta_mOTU_v2_5729],-0.16978065507246676,1.4244628501960666,-6.578074989380731,-0.38103584415467573,-0.28912749640623936
unknown Clostridiales [meta_mOTU_v2_5735],0.4008936439394706,0.034754033709564425,0.2567167497339007,0.10433511904231807,-0.00020905962288431112
unknown Clostridiales [meta_mOTU_v2_5741],-1.6809076743243514,-0.2837716401157442,-1.3546419747512317,-0.6499622196067874,-0.9554033372120472
unknown Clostridiales [meta_mOTU_v2_5745],-0.535611686211297,0.2224095689968646,-0.38686751742974224,-0.28985184242949913,-0.7654688673942838
unknown Clostridium [meta_mOTU_v2_5748],0.6778116892170605,-1.9199871894294311,6.5454580231236275,1.0322460881482503,7.026952414449404
unknown Clostridium [meta_mOTU_v2_5751],-1.458494617086803,9.160236486478661,0.0,-5.144477277589937,-3.421096345491655
unknown Clostridiales [meta_mOTU_v2_5754],9.036909412288114,1.0373962606793707,0.30455569747999967,2.9771974293640575,5.247297150327954
Clostridium sp. CAG:288 [meta_mOTU_v2_5776],-3.7385403517658826,2.232276206685741,-4.4505409916681025,-1.916010923247402,-0.33032224202292326
unknown Clostridiales [meta_mOTU_v2_5783],-0.2707919069268865,-0.3387500098013039,-0.16638868167173548,-1.263288224496046,-1.1041988857004421
unknown Clostridiales [meta_mOTU_v2_5791],1.2233096952618752,-0.2526242180321656,0.9169815421215333,1.8185165828053318,-0.13788866045777937
unknown Clostridiales [meta_mOTU_v2_5805],0.16744970179824037,0.10906360542506732,0.1972500019495964,-0.3816285110865856,-0.17813231552789954
unknown Clostridiales [meta_mOTU_v2_5806],-1.1083146590797366,-0.843187336841031,-0.18160158979308072,0.5844927021932573,-0.7395707075888129
unknown Clostridiales [meta_mOTU_v2_5820],1.461390910989544,0.2850684874640148,0.5140204578585532,-0.5919188168593372,0.49755903254804146
unknown Clostridiales [meta_mOTU_v2_5826],-0.23565892854414372,-0.6990893210496738,0.47749676930532203,0.11678377678878782,-0.03599749816077846
unknown Clostridiales [meta_mOTU_v2_5843],-0.5716088107894759,0.20485023767839294,1.062006900138341,-0.35072793768234334,0.8332260528602706
unknown Clostridiales [meta_mOTU_v2_5849],0.029746125750163444,-0.8947640224453011,0.39383728312082766,-1.630267042024128,0.1029162391186631
Clostridium sp. CAG:524 [meta_mOTU_v2_5874],-0.652246534053452,4.307418475239979,0.0,-3.4026069322981947,0.7264572921893038
unknown Clostridiales [meta_mOTU_v2_5880],-0.6322446631065599,0.13247686267908776,1.34594253091033,-0.630843311103396,-0.6288576391559335
unknown Clostridiales [meta_mOTU_v2_5890],-0.10735132761227462,-4.75983000982508,0.5989946419143024,0.23638501078862362,-2.651166186775308
unknown Clostridiales [meta_mOTU_v2_5894],-1.279928595180186,-0.8675131139178927,-1.4873774011939211,-1.7019796707897186,-1.0197614236079033
unknown Clostridiales [meta_mOTU_v2_5904],2.5347206089626493,-0.11496519405490702,-3.1687536754188113,0.5192122884322536,1.976609641132704
unknown Clostridiales [meta_mOTU_v2_5905],-7.382974781921172,-2.032336789549568,-6.865857656158072,-2.170554008930429,-5.181667412448027
uncultured Clostridium sp. [meta_mOTU_v2_5907],-0.4123648156895925,-0.45536460371454623,0.11092894716522395,-0.024843887479665483,-0.7783536590996327
Clostridium sp. CAG:451 [meta_mOTU_v2_5908],-1.529612128840391,-6.9732422633599125,-6.091101445380964,0.30646656509818726,5.906549167883753
Clostridium sp. CAG:780 [meta_mOTU_v2_5914],-0.5620556876434435,-1.6052404918319017,3.0819041328128716,-0.09594497843243666,-0.22197484510280852
unknown Clostridium [meta_mOTU_v2_5915],-0.2640784342317808,-0.010693144550671718,0.33242191749271477,0.08703078335958203,0.151685702962979
unknown Clostridiales [meta_mOTU_v2_5922],-0.7089667682132941,-0.48241870610775806,-1.8549169353115733,-2.7879658320273517,-1.734643041858222
unknown Clostridium [meta_mOTU_v2_5927],-3.0024637135271917,-1.558272740955255,5.337850520084864,-7.297364313361369,-4.146570460483563
unknown Clostridium [meta_mOTU_v2_5940],-1.5577315070374418,3.3187970693681645,0.0,-0.5897915293421896,-10.331765711148586
unknown Clostridiales [meta_mOTU_v2_5954],-0.0029629459769289213,0.08061250812121479,1.4821572529925575,-0.27398436786929103,0.2957619167777459
unknown Clostridiales [meta_mOTU_v2_5959],1.4212043572904305,0.09304841046430923,0.01697810926018839,-0.7819785186794439,-0.9866080038611438
unknown Clostridiales [meta_mOTU_v2_5961],1.5477357115389658,1.2390978775702006,-0.14307874923094221,0.24342017992853826,-0.6680660090625405
unknown Clostridiales [meta_mOTU_v2_5978],-0.7043874805076253,-0.05631044902004145,-0.5073949195857388,-0.30000761315790925,-0.22468859853737033
unknown Clostridium [meta_mOTU_v2_5983],-0.9769847614246565,-0.8049421905181493,-0.5482766752716746,-0.9690469704210116,-0.2468874252236546
unknown Clostridiales [meta_mOTU_v2_5991],-0.40009030465505546,0.2588432685845934,-0.15576919477995688,-0.07733865467364076,0.09071694106677874
unknown Clostridiales [meta_mOTU_v2_6000],-0.1865899632464476,0.19905343492882643,0.4792142847247671,-0.6899466438982076,-0.47975611952046826
Clostridium sp. CAG:465 [meta_mOTU_v2_6001],0.3578447114993146,-0.39191201908675133,0.569499901536652,-8.03349552342854,-2.900840178092011
unknown Clostridiales [meta_mOTU_v2_6009],2.147875756302046,0.4060672848435818,2.02386571717311,0.6632450455015224,0.7386458511473499
unknown Clostridiales [meta_mOTU_v2_6011],3.4733670906151133,-2.4466636154686334,-3.143472528368047,-0.4311708830096297,-2.4494159848306563
unknown Clostridiales [meta_mOTU_v2_6013],0.02423910018377029,-0.8547266421578081,0.17747637393960503,-0.7946211146701145,-0.5076013609990842
unknown Clostridiales [meta_mOTU_v2_6022],0.056079009931488955,0.019715150841021156,-0.21287452672949492,-0.05062819039061672,0.3459321648825817
unknown Clostridiales [meta_mOTU_v2_6028],-0.22905111152518742,-0.3408075927232641,1.400420396856294,-0.009848290317824748,0.22022321295143854
unknown Clostridiales [meta_mOTU_v2_6036],2.1695799473953796,1.3952826403690857,0.0,-0.24169954459457266,0.672209814115238
unknown Clostridium [meta_mOTU_v2_6039],-1.0484489283880514,-1.7782081639419136,-1.6044770205681296,-0.8060351417804092,-0.8132300536356301
unknown Clostridiales [meta_mOTU_v2_6044],-0.4685777589390998,-0.27074575386196553,0.34383910695031084,0.364651815501972,-0.4237872643062648
unknown Clostridiales [meta_mOTU_v2_6049],-0.1533985774151727,-0.45553572549516197,0.20415505691489244,-0.21426580355176927,-0.7128330219394554
unknown Clostridiales [meta_mOTU_v2_6054],-0.7486100750867664,0.9912921059008131,-0.5286117924923168,0.5622766307468474,0.2990904253537856
unknown Clostridiales [meta_mOTU_v2_6073],0.7122594084943756,-0.4403844900956315,1.1595101220285304,1.785702731219354,-1.5476651994252997
unknown Clostridiales [meta_mOTU_v2_6080],-1.4656464138107825,3.092801431088912,-5.559268069555726,-1.476219875972122,-0.5715290061136198
unknown Clostridiales [meta_mOTU_v2_6088],-0.42949218561845903,-0.34144671822571393,-0.6464036992347069,-0.06248635258935131,-0.5302808717756511
unknown Clostridium [meta_mOTU_v2_6098],1.334805538885167,-8.357670082277956,-6.107373324572563,-1.9251922913147617,-0.9403084187213597
unknown Clostridiales [meta_mOTU_v2_6105],0.7814726759750439,0.5108713264842901,1.3128294299517496,0.2016471597501006,0.8272017248923511
unknown Clostridiales [meta_mOTU_v2_6107],-0.9546609488026192,0.1469370698231387,-0.17467013935846865,-0.809973302507272,-0.616344996725072
unknown Clostridium [meta_mOTU_v2_6117],-1.5099520509771827,-1.51996900640827,-1.459337749863857,0.24896959780691397,-0.44205200784552545
Clostridium sp. CAG:533 [meta_mOTU_v2_6119],-1.5944564893242283,-1.0837206997425746,4.706881446332556,-4.498584462028649,-2.8090992380302158
unknown Clostridiales [meta_mOTU_v2_6128],-3.1073606619602376,-1.4566241951465084,-0.1970592876846773,-2.849975258038784,0.48979147167607096
Clostridium sp. CAG:964 [meta_mOTU_v2_6131],-1.0085126378095879,-8.786231336590477,0.0,-1.122132789337293,6.356994785001925
unknown Clostridiales [meta_mOTU_v2_6134],-1.6241812330025516,-1.2533419736765659,-1.6958792218025263,-0.5746569056016488,-1.9479321132350949
unknown Clostridiales [meta_mOTU_v2_6144],0.9649914086112563,3.113874741741558,0.5893757666977262,-0.8467175160703384,1.7271608346936844
unknown Clostridium [meta_mOTU_v2_6147],-6.290325573322953,8.07365040381122,9.15679636572104,0.0,-1.3600282437905236
unknown Clostridium [meta_mOTU_v2_6156],-0.7556468084136796,-3.2153025717009207,-2.428949231560587,-3.515641719156344,-0.19145268066156618
Clostridium sp. CAG:288 [meta_mOTU_v2_6160],-1.6404569401872013,0.1022579950575846,0.0,-1.4608952371546131,-1.6633914410712958
Clostridium sp. CAG:510 [meta_mOTU_v2_6178],-1.2320362858181007,5.639204805917267,1.6162355224851712,-2.4213092156926956,0.0
unknown Clostridiales [meta_mOTU_v2_6190],0.6519382250153409,-0.36910841485592805,-0.2447207162619005,-0.518077899596987,0.09896772335713955
unknown Clostridiales Family XIII. Incertae Sedis [meta_mOTU_v2_6192],-0.37370685035011064,-0.31205229388227274,1.124883120004208,1.368415909742561,-0.35024694921734145
unknown Clostridiales [meta_mOTU_v2_6193],7.321810138339664,1.299671699616093,-0.9717445681511947,-1.515374517008583,-0.8552562000545372
unknown Clostridiales [meta_mOTU_v2_6197],1.0126904617969483,0.11645238442665828,0.7939582544322725,-1.0475321631349894,-0.20537545111651756
Clostridium sp. CAG:343 [meta_mOTU_v2_6218],-2.092327462758944,-1.0908160239294489,-1.5843599095510532,-3.989300673950229,-1.3694444121397167
Clostridium sp. CAG:533 [meta_mOTU_v2_6224],-9.502524454953111,-4.582950222194647,0.0,-7.849320640530031,-4.641663331587534
unknown Clostridiales [meta_mOTU_v2_6233],1.062312747679723,0.49250417390241097,0.9679003903902146,0.07698037548613001,-0.34158662537915774
unknown Clostridiales [meta_mOTU_v2_6238],9.171576299695552,-9.09700351390922,9.574357472003397,0.8307503430435368,1.301441638686752
unknown Clostridiales [meta_mOTU_v2_6249],-0.38883708378856774,-0.7236242197483342,0.8367743540598536,-0.5819759028651905,-0.41906115315178916
unknown Clostridiales [meta_mOTU_v2_6259],0.4236351741083375,1.0934789140206096,1.816840972408487,0.5029384022089758,0.4783933178651285
unknown Clostridiales [meta_mOTU_v2_6260],-1.733974312276846,0.03395844621543098,0.0,0.0,-0.5776105240619582
unknown Clostridiales [meta_mOTU_v2_6261],1.4655332896361966,0.11410357580718866,0.7943255232728044,0.5622373693100382,0.24625624420643
unknown Clostridiales [meta_mOTU_v2_6272],0.05706320822005573,0.49236479812649847,0.683762830780033,-0.1418274501299326,0.46890417029645004
unknown Clostridiales [meta_mOTU_v2_6275],0.14416153380794228,0.4540677075634356,0.9061258111147534,-0.3593900990595529,0.06156600679222635
unknown Clostridiales [meta_mOTU_v2_6281],0.579399179683886,-0.06301933294458628,0.7956547200215134,0.648272111813851,-0.9772755713254924
unknown Clostridium [meta_mOTU_v2_6285],-0.27800565225715346,-1.4877462321463923,-1.9760101351918493,-1.5852048495008777,-0.8049752548087366
unknown Clostridium [meta_mOTU_v2_6292],-1.3061330708993992,-1.369924018191604,-1.623660504986752,-2.0740431425397734,-2.3704967275168
unknown Clostridiales [meta_mOTU_v2_6316],-1.0207502964799087,-0.33441854774667235,-0.6489194565798222,-1.480480470115836,-0.7976047006637161
unknown Clostridium [meta_mOTU_v2_6338],-5.1125077397721554,8.585492661945304,0.0,-6.443734089018854,-7.987475402423515
unknown Clostridiales [meta_mOTU_v2_6348],0.8223996952294463,-0.535055264315841,0.9244384456049426,-0.23681196436192753,0.4860081713464073
unknown Clostridium [meta_mOTU_v2_6349],1.684435574600883,-3.1133504396664886,0.30216450845603937,-9.02348248944348,-2.862499760352323
unknown Clostridium [meta_mOTU_v2_6363],-0.8343602602471965,-1.2155539709784602,2.3457061545459865,-1.2485321811442667,-1.1465883998495432
unknown Clostridiales [meta_mOTU_v2_6371],-0.03982130933728456,-0.9546190207352954,0.47309183768463914,-0.15298863349754477,-0.7685206687031299
uncultured Clostridium sp. [meta_mOTU_v2_6381],0.08788676358707548,-0.22232188101985528,0.3319687030944589,-0.4354881069921017,-0.5311925651485989
unknown Clostridiales [meta_mOTU_v2_6407],0.057723256792344024,-1.3711302721767424,-2.122345505076927,-1.3748586686081943,-1.0515070847853876
unknown Clostridiales [meta_mOTU_v2_6416],-0.42288890347969676,-0.4538013300942172,0.9883555597546856,-0.7632682277817349,-0.7250057943195554
unknown Clostridiales [meta_mOTU_v2_6419],0.5534913039687819,0.6841221155209798,0.12783668789990443,0.048251246516954005,-0.32681594103941514
unknown Clostridiales [meta_mOTU_v2_6465],6.451814681436062,-9.712968107483185,0.0,8.382378238488707,-9.316708685896492
Clostridium sp. CAG:609 [meta_mOTU_v2_6466],0.6146469399410375,-8.80896064561339,-0.9706719653868934,-1.2742318980220784,-4.790664071975341
unknown Clostridiales [meta_mOTU_v2_6475],0.41549753458390626,0.35775986986107533,1.6979828256993095,-3.0750496425638856,0.16427592017066317
Clostridium sp. CAG:1219 [meta_mOTU_v2_6476],-1.090851125975318,1.472233258481026,0.0,-0.5046446993266898,-1.6105012708625157
unknown Clostridiales [meta_mOTU_v2_6484],1.3489913686335875,-1.3228127179496827,-0.31010282479901363,-0.5784647911216609,-0.4027731430552741
unknown Clostridiales [meta_mOTU_v2_6495],-0.10905575937071532,-1.3631928893313479,0.7209614100680977,-0.7377534976464393,-0.33246750554355664
unknown Clostridiales [meta_mOTU_v2_6503],-1.0147765199973353,-0.848569947388313,2.355112011120914,-0.6596162502439107,-0.48761618573432663
unknown Clostridiales [meta_mOTU_v2_6511],-1.4111855131845292,-4.590094057386027,-0.5991112116765258,-1.130933003588071,-1.2154991602751384
unknown Clostridiales [meta_mOTU_v2_6523],-3.411472705459005,-7.831581991153465,0.0,5.9262581623031,-5.595427882852949
unknown Clostridiales [meta_mOTU_v2_6525],-0.049969513173886426,-0.44932293747513263,0.5094736918596308,0.19819247009832885,-0.22147807727907498
unknown Clostridiales [meta_mOTU_v2_6548],0.9517652897097246,-0.09710899836756326,1.5204202024733444,0.3259330595046439,0.14056837804196576
Clostridium sp. CAG:628 [meta_mOTU_v2_6559],-2.978086350165362,-0.6043071192301301,0.0,-5.366334924469953,-7.927139666643438
unknown Clostridiales [meta_mOTU_v2_6561],0.20373363789092913,0.3813133838352343,0.545007138720794,-0.04760255174435102,-0.8725119894993707
unknown Clostridiales [meta_mOTU_v2_6571],-0.5554885036168749,-0.7498540421358051,0.059444869842665504,-1.7985529071831188,-0.8962398333163488
unknown Clostridiales [meta_mOTU_v2_6575],-0.60954157606173,0.3685791382977044,0.3471940763221557,-0.9187044185995124,-0.258638598315974
unknown Clostridiales [meta_mOTU_v2_6585],0.7700793409303817,-0.17643132630353264,-0.9006524760104568,-0.08460864022614345,0.36138648622792857
unknown Clostridiales [meta_mOTU_v2_6602],-0.7350362394752086,-0.48313299346912064,-0.9062981065120805,-0.05350129712451501,-0.36487656287168857
unknown Clostridiales [meta_mOTU_v2_6629],-0.5116608733750079,-0.9235911491652384,1.0686963390989437,0.7074802281161396,-0.024933959867409428
unknown Clostridiales [meta_mOTU_v2_6632],-0.5329458358247914,-0.15465448326437947,-0.5919763870091481,-0.48074898715062453,-0.4934541934043617
unknown Clostridiales [meta_mOTU_v2_6647],-0.777610572269408,-8.77675343282,-2.860123711171843,2.2717014729808067,-0.04873515017582619
unknown Clostridiales [meta_mOTU_v2_6672],0.3394564555565118,-0.2728702269146446,0.7879020427618144,0.26562160073938124,0.5718296479928426
unknown Clostridiales [meta_mOTU_v2_6686],-0.14494631234141764,-1.197559835797259,-0.20343057598466352,-0.8340265850229809,-0.8338202585832786
unknown Clostridiales [meta_mOTU_v2_6699],0.2732979290527622,-0.3259418808440415,0.9147013749034549,0.2791337371240852,0.0528670723532878
unknown Clostridiales [meta_mOTU_v2_6700],-0.5419175230714703,-0.4704262816926068,-0.5407704752238693,-0.6637710710612073,-0.9723031266247588
unknown Clostridiales [meta_mOTU_v2_6704],-0.5029374291147839,0.8189958403748427,0.8584487176502549,-1.1632959662461477,1.4498898824014432
unknown Clostridiales [meta_mOTU_v2_6716],-0.2102671440826036,-0.272238995269241,-0.5115746169785584,0.281980100051209,-0.24015762072953706
unknown Clostridiales [meta_mOTU_v2_6721],-0.4934156208363065,0.17872510555598353,-0.6396342282952823,-0.11812494725497835,-0.4688725798891378
Clostridium sp. CAG:762 [meta_mOTU_v2_6739],-0.8942089384921896,-0.7115274232629254,7.99135956028614,-3.3383144867161896,0.0
unknown Clostridium [meta_mOTU_v2_6741],-0.23374300151815497,-0.5079443182009129,-0.009351123182925747,0.5795199995065872,-1.2058422247500822
Clostridium sp. CAG:798 [meta_mOTU_v2_6742],-0.8358931370837128,-0.1781725835471999,1.5415481806728977,-2.476537073129971,-0.6737788817719714
unknown Clostridiales [meta_mOTU_v2_6751],-0.6313029553887839,-1.2621029313027083,0.0817541595279998,0.3568561844742799,-0.32467842499258204
unknown Clostridiales [meta_mOTU_v2_6760],0.537725040096027,-0.08743509388684245,0.6747772854493661,0.010634733681064823,0.03753078362058915
Clostridium sp. CAG:914 [meta_mOTU_v2_6776],-2.9949236145333025,4.423267916859171,1.4500074165480044,1.1256223039913138,-0.04959481512083208
unknown Clostridiales [meta_mOTU_v2_6777],1.1426480809934798,0.01528410989587492,0.8474370239623461,0.381023643774407,-0.2127571362066032
Clostridium sp. CAG:1024 [meta_mOTU_v2_6786],7.005371176387451,1.1602669047098093,0.0,-3.1033914427372373,8.09533989338029
unknown Clostridiales [meta_mOTU_v2_6787],-0.5637699630824997,-0.519810694081972,-0.15236517140931216,-0.30460195454936656,-0.6210960776801979
Clostridium sp. CAG:710 [meta_mOTU_v2_6788],0.1285900878556845,-0.7864304262299555,0.0,-6.487676606346199,-5.6733302071377025
unknown Clostridiales [meta_mOTU_v2_6791],1.3601481071943269,1.4930346114825834,2.0693978248193226,-0.2916802802983476,-0.2651741896295796
