,FRA,AUS,CHN,USA,DEU
Clostridium sp. CAG:793 [meta_mOTU_v2_5464],0.283351750824378,0.6303672847125326,0.04099569442998648,0.1552987085094556,0.0495248378029449
unknown Clostridiales [meta_mOTU_v2_5466],0.24525673810388782,0.04147345643329298,0.27250019932870784,0.6583941357044385,0.011996645939261709
Clostridiales bacterium 41_21_two_genomes [meta_mOTU_v2_5482],0.8294163462404051,0.23377700473657614,0.2251956652882633,0.9906499973825992,0.7884350669797816
Clostridiales bacterium S5-A14a [meta_mOTU_v2_5486],0.017656371164558392,0.00205274717341607,0.08385281812501416,0.1799472721088291,0.0704271866358722
Clostridium sp. CAG:571 [meta_mOTU_v2_5498],0.49945132857998964,0.7756704767614002,0.18135836340465472,0.7532705761522256,0.15556599427132706
Clostridium sp. CAG:594 [meta_mOTU_v2_5501],0.3657613015158786,0.00483248965205151,0.5713659025811675,0.7082539402524382,0.31920127674521914
unknown Clostridium [meta_mOTU_v2_5505],0.9113395021271472,0.16887955118351106,0.2958473778031927,0.007575057389453294,0.0012357222941928594
unknown Clostridiales [meta_mOTU_v2_5511],0.069882371624528,0.01816425746452138,0.3060837715460417,0.17585524313979195,0.04994858166397964
unknown Clostridiales [meta_mOTU_v2_5513],0.3556678501979432,0.1158815772204867,0.2622416350357524,0.38150709814114014,0.21604354703709006
unknown Clostridiales [meta_mOTU_v2_5514],0.03361131664238353,0.02277382907221646,0.07861637541547849,0.5457496257976624,0.013719457190021603
unknown Clostridiales [meta_mOTU_v2_5517],0.9923839794189334,0.018553872559785224,0.39932606224286393,0.5603235118280119,0.38246492466381854
unknown Clostridiales [meta_mOTU_v2_5540],0.3152609478972621,0.20257112703867386,0.9761251967113007,0.24644500980508222,0.5379113492041374
unknown Clostridium [meta_mOTU_v2_5561],0.2553388365178545,0.0027219535608852354,0.2637664542173326,0.6296775148697653,0.24627460959492709
unknown Clostridiales [meta_mOTU_v2_5569],0.057646319020201855,0.15382380698828796,0.4044614847662913,0.9906499973825992,0.11823789317566895
unknown Clostridiales [meta_mOTU_v2_5571],0.9303244570172806,0.13524080960173696,0.24174825915237164,0.1552987085094556,0.15556599427132706
unknown Clostridiales [meta_mOTU_v2_5583],0.6126008006509123,0.34773509309945605,0.24174825915237164,0.08336843114748571,0.8120489725947121
unknown Clostridium [meta_mOTU_v2_5585],0.9513652722609252,0.13180718916848191,0.1142020110726749,0.08663968513591191,0.034765977945831285
unknown Clostridiales [meta_mOTU_v2_5591],0.6141106471831421,0.686510233563384,0.8310400525510129,0.9890979978530957,0.9956316081430421
unknown Clostridiales [meta_mOTU_v2_5603],0.30339161347853594,0.8228357671381707,0.05944050293257959,0.37148758656471637,0.6641843569690585
unknown Clostridiales [meta_mOTU_v2_5641],0.6267973736583982,0.37514011053742335,0.2291665002188883,0.2452056936610414,0.2487938466488233
unknown Clostridiales [meta_mOTU_v2_5653],0.9730038039784473,0.23955294788422077,0.39297080762895664,0.9935817953674102,0.4487884234852878
unknown Clostridiales [meta_mOTU_v2_5661],0.516638012012244,0.5937261881260372,0.05868185257060778,0.9844323377828778,0.44806430753572757
unknown Clostridiales [meta_mOTU_v2_5669],0.0791252065783957,0.12466664655745317,0.24767192799774496,0.7648983992652685,0.0956194890569218
Clostridium sp. CAG:273 [meta_mOTU_v2_5681],0.18507547806428526,0.21696006815960123,0.48623821768111775,0.35207476656811143,0.13682108796507952
Clostridium sp. CAG:306 [meta_mOTU_v2_5698],0.7850064292088599,0.08031319518877732,0.39297080762895664,0.10250275130141762,0.48054606912297493
unknown Clostridiales [meta_mOTU_v2_5710],0.31104585607775226,0.11386675729463541,0.39705847915046255,0.13233572624332718,0.3152688504530705
unknown Clostridiales [meta_mOTU_v2_5712],0.5131454184148737,0.020091605428572988,0.032032958746487566,0.3300819033287573,0.8050782534721409
Clostridium sp. CAG:590 [meta_mOTU_v2_5713],0.5376057760051103,0.398505230342751,1.0,0.1552987085094556,0.5474300119895966
Clostridium sp. 27_14 [meta_mOTU_v2_5718],0.35990966005322556,0.10568884028577476,0.1281239773383683,0.4689498809271302,0.018568889982753835
Clostridium sp. CAG:568 [meta_mOTU_v2_5729],0.812380717247817,0.001027180117775934,0.24174825915237164,0.6610645411555527,0.06633501699649741
unknown Clostridiales [meta_mOTU_v2_5735],0.988124146173513,0.03239072636475646,0.23534687580734048,0.5080972841052306,0.7091848173921422
unknown Clostridiales [meta_mOTU_v2_5741],0.007449308991157767,0.2212344935346373,0.1142020110726749,0.7710182509159869,0.1832623057962962
unknown Clostridiales [meta_mOTU_v2_5745],0.2410124769712063,0.03477893495259793,0.0945591500804507,0.020087827121758866,0.0017822340085225106
unknown Clostridium [meta_mOTU_v2_5748],0.8585511628304245,0.8327830932150899,0.39297080762895664,0.6738236303668593,0.15556599427132706
unknown Clostridium [meta_mOTU_v2_5751],0.27388801309210753,0.0006271615524924541,1.0,0.16061074797389419,0.299277828970697
unknown Clostridiales [meta_mOTU_v2_5754],0.060841252162235265,0.22197954797971198,0.6542259185008512,0.9688706013896744,0.004203417554660023
Clostridium sp. CAG:288 [meta_mOTU_v2_5776],0.024420259057329686,0.024894487392884506,0.24174825915237164,0.0991387770499164,0.19142800491016487
unknown Clostridiales [meta_mOTU_v2_5783],0.33286747507080394,0.8202448310781534,0.19017570893649283,0.24654774185423345,0.004573045588198335
unknown Clostridiales [meta_mOTU_v2_5791],0.2246320509414288,0.9460328139707317,0.3104994348294199,0.449733177584158,0.5106191397788657
unknown Clostridiales [meta_mOTU_v2_5805],0.5113209790918949,0.12474626694508092,0.26220563486936865,0.11688521082480921,0.659229252386572
unknown Clostridiales [meta_mOTU_v2_5806],0.04672336704815767,0.10231133741773611,0.052999464657373194,0.4108771263585118,0.2610386079074909
unknown Clostridiales [meta_mOTU_v2_5820],0.2514478663565676,0.08007803455411679,0.27462715268349314,0.022786499925972842,0.1154822695444231
unknown Clostridiales [meta_mOTU_v2_5826],0.1624012066177979,0.06166356846021931,0.40417409216188316,0.7546422451660475,0.949777769679379
unknown Clostridiales [meta_mOTU_v2_5843],0.242661998402666,0.32928763745708756,0.5787882312387465,0.7607662370277073,0.5098557290130059
unknown Clostridiales [meta_mOTU_v2_5849],0.8305099957576785,0.9897628303345136,0.6727667920037987,0.026758860000245934,0.0817077118437934
Clostridium sp. CAG:524 [meta_mOTU_v2_5874],0.49249475641208185,0.08127918235219708,1.0,0.6110362013506178,0.9865341214104987
unknown Clostridiales [meta_mOTU_v2_5880],0.09068965258981403,0.7393315321841513,0.9126283233022324,0.023799870874852337,0.02180913694287955
unknown Clostridiales [meta_mOTU_v2_5890],0.8866258249536387,0.3928317427107906,0.4268261466636041,0.19623680108683927,0.5474300119895966
unknown Clostridiales [meta_mOTU_v2_5894],0.30788364182929506,0.9180958313010062,0.40575678480193367,0.09446912019546594,0.5072874581689547
unknown Clostridiales [meta_mOTU_v2_5904],0.2550221623871244,0.8774134868217061,0.035625662788073345,0.11866768740174931,0.007797481381859894
unknown Clostridiales [meta_mOTU_v2_5905],0.351273192470687,0.8327830932150899,0.09650810721155154,0.3149502651192141,0.31731050786291437
uncultured Clostridium sp. [meta_mOTU_v2_5907],0.1068592632323929,0.85081940071469,0.04354385072593864,0.11109621938468357,0.0009694799781249078
Clostridium sp. CAG:451 [meta_mOTU_v2_5908],0.7670695200780594,0.3928317427107906,0.24174825915237164,0.686677250015966,0.31731050786291437
Clostridium sp. CAG:780 [meta_mOTU_v2_5914],0.7208677751536786,0.8327830932150899,0.08557679943785147,0.6610645411555527,0.5735699001491386
unknown Clostridium [meta_mOTU_v2_5915],0.3182705936121695,0.5637507467224299,0.7558233253203885,0.4797202457974422,0.27195650201113886
unknown Clostridiales [meta_mOTU_v2_5922],0.6683610813485829,0.8372561850749016,0.21560126425224257,0.09047839952267743,0.4433792995103645
unknown Clostridium [meta_mOTU_v2_5927],0.6301847630407186,0.89229337039176,0.39297080762895664,0.08030938256133965,0.09130464215499748
unknown Clostridium [meta_mOTU_v2_5940],0.6448137715036819,0.18112202136820432,1.0,0.7883022196708926,0.012364618881182343
unknown Clostridiales [meta_mOTU_v2_5954],0.5244850784951198,0.7580246992499992,0.06403846078304373,0.36778290445152884,0.20603273210766315
unknown Clostridiales [meta_mOTU_v2_5959],0.031638996301770306,0.28232832028149935,0.5670017980396101,0.04460966365993065,0.8273062918304073
unknown Clostridiales [meta_mOTU_v2_5961],0.9972253585995128,0.01767858534182153,0.9475212770870363,0.721315837755306,0.0128228509639105
unknown Clostridiales [meta_mOTU_v2_5978],0.018919497951189634,0.5047990339723893,0.016227660820135117,0.5410350780804064,0.20585442452033742
unknown Clostridium [meta_mOTU_v2_5983],0.10949939339162147,0.21096748166104395,0.01321863385046334,0.274331153568073,0.8658514526330334
unknown Clostridiales [meta_mOTU_v2_5991],0.6330445684915619,0.0813061388804421,0.5127542387890733,0.6908641768440645,0.23018978998558803
unknown Clostridiales [meta_mOTU_v2_6000],0.8335134909883309,0.24556916151980612,0.11113459064462014,0.09601123725995883,0.11955294222231483
Clostridium sp. CAG:465 [meta_mOTU_v2_6001],0.43407631350064313,0.9258455258277094,0.7683230237309244,0.08030938256133965,0.5474300119895966
unknown Clostridiales [meta_mOTU_v2_6009],0.001615091015172886,0.0014222121166212786,0.27008084520339837,0.41583668007975816,0.03384021062793073
unknown Clostridiales [meta_mOTU_v2_6011],0.1223228703922398,0.3221089466502347,0.07949869624040472,0.15394151495569727,0.37376403448206363
unknown Clostridiales [meta_mOTU_v2_6013],0.870220931839215,0.6490663372243191,0.6139340645914877,0.013003095529437876,0.40441994828205896
unknown Clostridiales [meta_mOTU_v2_6022],0.4846921643494465,0.07482648412041663,0.5127749468738387,0.5482954767956428,0.017594131846945207
unknown Clostridiales [meta_mOTU_v2_6028],0.25884744526177794,0.6209819621021906,0.40157981277378496,0.4035762278978555,0.8763635967134563
unknown Clostridiales [meta_mOTU_v2_6036],0.04245538911575781,0.01865845485414319,1.0,0.49266767496694985,0.26054090343310166
unknown Clostridium [meta_mOTU_v2_6039],0.1541677136519898,0.698793298201192,0.11793768300257491,0.6751383850157666,0.3507224102072555
unknown Clostridiales [meta_mOTU_v2_6044],0.7649972355442793,0.49700868893782446,0.6145277396261632,0.7382354250545509,0.248403460453117
unknown Clostridiales [meta_mOTU_v2_6049],0.018833533550263445,0.9192821771738414,0.4812633598967878,0.11483609430782092,0.004556725407285335
unknown Clostridiales [meta_mOTU_v2_6054],0.7347584860060006,0.02934907720673653,0.07369248764851213,0.742282133644157,0.27269907285113437
unknown Clostridiales [meta_mOTU_v2_6073],0.2385364256865038,0.7756704767614002,0.5428527403067005,0.1893511582331504,0.45651401005043046
unknown Clostridiales [meta_mOTU_v2_6080],0.27388801309210753,0.36300985126410945,0.24174825915237164,0.6696663818027939,0.9730720780653083
unknown Clostridiales [meta_mOTU_v2_6088],0.19433571479805745,0.9803998345176007,0.002780086187020206,0.39972121136065764,0.027461973599742822
unknown Clostridium [meta_mOTU_v2_6098],0.8585511628304245,0.13524080960173696,0.24174825915237164,0.18257466440435177,0.31183069221551285
unknown Clostridiales [meta_mOTU_v2_6105],0.01977684976736951,0.010043531253284395,2.6787721765775227e-06,0.17259576098407936,2.07325725468892e-05
unknown Clostridiales [meta_mOTU_v2_6107],0.08129526498023872,0.41572597924927235,0.8944916718579049,0.00045183162713041084,0.20972174261884602
unknown Clostridium [meta_mOTU_v2_6117],0.1353616748259096,0.3443597288956004,0.170532374505714,0.45646511229466846,0.05010938370962178
Clostridium sp. CAG:533 [meta_mOTU_v2_6119],0.38738956895662524,0.8327830932150899,0.39297080762895664,0.31731050786291415,0.027671910127070952
unknown Clostridiales [meta_mOTU_v2_6128],0.3653826618006326,0.9827205994546798,0.2306099477756859,0.0640240109552854,0.9944557138620177
Clostridium sp. CAG:964 [meta_mOTU_v2_6131],0.6448137715036819,0.13524080960173696,1.0,0.48451674426559865,0.15556599427132706
unknown Clostridiales [meta_mOTU_v2_6134],0.4308769140093003,0.10735097192805657,0.06417027861762342,0.20906101283370004,0.0004685836417754295
unknown Clostridiales [meta_mOTU_v2_6144],0.5165082523151083,0.08127918235219708,0.9706966783861026,0.34213197924322836,0.18337871227628633
unknown Clostridium [meta_mOTU_v2_6147],0.351273192470687,0.04077714385734848,0.0328339302853199,1.0,0.32347110141304447
unknown Clostridium [meta_mOTU_v2_6156],0.09778218880266036,0.12768513998293984,0.18135836340465472,0.002859755621713275,0.9944557138620177
Clostridium sp. CAG:288 [meta_mOTU_v2_6160],0.37313385100976826,0.41436644981330606,1.0,0.05380229637176703,0.0427440158840626
Clostridium sp. CAG:510 [meta_mOTU_v2_6178],0.7670695200780594,0.2418865994088304,0.4963161684734655,0.13913431370253215,1.0
unknown Clostridiales [meta_mOTU_v2_6190],0.15813644769699364,0.9383879763589777,0.04973095564433692,0.1512034656694969,0.17531160931410972
unknown Clostridiales Family XIII. Incertae Sedis [meta_mOTU_v2_6192],0.7558960840274123,0.0002650841941764172,0.6974180028162937,0.01197441149228224,0.18529151023445123
unknown Clostridiales [meta_mOTU_v2_6193],0.02968493192975594,0.06608873038611164,0.8135664292314994,0.6358426679678246,0.7130391415432458
unknown Clostridiales [meta_mOTU_v2_6197],0.26932680691539246,0.00792753057663152,0.7207756815861588,0.05190523041863498,0.13546623450509943
Clostridium sp. CAG:343 [meta_mOTU_v2_6218],0.022763213543396936,0.11496094608215797,0.613078369286059,0.05167263191787887,0.12165895626595566
Clostridium sp. CAG:533 [meta_mOTU_v2_6224],0.05887587835291803,0.46259666168766744,1.0,0.1552987085094556,0.31731050786291437
unknown Clostridiales [meta_mOTU_v2_6233],0.05370471640003085,0.05868442016998802,0.5376925019098553,0.6912589331689878,0.2656933031197386
unknown Clostridiales [meta_mOTU_v2_6238],0.00721549059389647,0.08312229810082207,0.052323636614428314,0.3298980958180354,0.5735699001491386
unknown Clostridiales [meta_mOTU_v2_6249],0.5500236838507029,0.2552659244261647,0.9126283233022324,0.016338495831943512,0.8273578836630713
unknown Clostridiales [meta_mOTU_v2_6259],0.36400090730480394,0.07121825537251447,0.2793080288928509,0.9694044074117774,0.0067577956299100335
unknown Clostridiales [meta_mOTU_v2_6260],0.2589452081504917,0.08161808273140436,1.0,1.0,0.7353549943311725
unknown Clostridiales [meta_mOTU_v2_6261],0.045677970190407174,0.03257978065000934,0.41721299458468186,0.6840862082220278,0.08984830882354543
unknown Clostridiales [meta_mOTU_v2_6272],0.3944608584373823,0.0006050039224920324,0.5253660248662867,0.9843016401645457,0.9895225008771021
unknown Clostridiales [meta_mOTU_v2_6275],0.9105289268321283,0.021015069033091312,0.7373282094736874,0.9932706914192966,0.1973211707834559
unknown Clostridiales [meta_mOTU_v2_6281],0.5482222402946331,0.41800903579548276,0.6733518848614367,0.4176985433132948,0.6792526118573065
unknown Clostridium [meta_mOTU_v2_6285],0.8774861576867115,0.44562000276289904,0.11003385865529206,0.11616182863149507,0.7148000340705611
unknown Clostridium [meta_mOTU_v2_6292],0.6349924398281238,0.73954955365053,0.1142020110726749,0.10247845902459225,0.016415317194663666
unknown Clostridiales [meta_mOTU_v2_6316],0.18514026691092433,0.004279821211357182,0.04332721713161092,0.13167100814499436,0.5965889565919018
unknown Clostridium [meta_mOTU_v2_6338],0.351273192470687,0.04077714385734848,1.0,0.31731050786291415,0.15556599427132706
unknown Clostridiales [meta_mOTU_v2_6348],0.5431965597310363,0.40451100879287794,0.43604673338749755,0.7856765484723851,0.6401566527912572
unknown Clostridium [meta_mOTU_v2_6349],0.47966948551016475,0.959695402784107,0.8310400525510129,0.006445911947314349,0.1291929432742576
unknown Clostridium [meta_mOTU_v2_6363],0.900718982516352,0.4598406222192958,0.7403496866890855,0.09562792056268204,0.9037024211223192
unknown Clostridiales [meta_mOTU_v2_6371],0.12043895177919381,0.04070207726616604,0.5550301083447983,0.5611219477880439,0.3982862964889746
uncultured Clostridium sp. [meta_mOTU_v2_6381],0.7745621920390651,0.820902718856964,0.7448169170725263,0.009549773445828677,0.21391579599431298
unknown Clostridiales [meta_mOTU_v2_6407],0.9084870952696619,0.066626576388055,0.5286589511285524,0.6322472977690441,0.0006683653611252485
unknown Clostridiales [meta_mOTU_v2_6416],0.44568807421218604,0.24099345708292852,0.48520469924444165,0.49469999708514056,0.18907320066836564
unknown Clostridiales [meta_mOTU_v2_6419],0.03529445016865406,0.000504910306550924,0.992150634524941,0.7402184671417886,0.16584196046291577
unknown Clostridiales [meta_mOTU_v2_6465],0.283351750824378,0.13524080960173696,1.0,0.1552987085094556,0.08070222238968358
Clostridium sp. CAG:609 [meta_mOTU_v2_6466],0.237589058733092,0.051604791797137894,0.42051972817184213,0.6861110227578578,0.31731050786291437
unknown Clostridiales [meta_mOTU_v2_6475],0.017200106593557963,0.13535877652804384,0.1863487845508368,0.04749423502378267,0.6041673418001408
Clostridium sp. CAG:1219 [meta_mOTU_v2_6476],0.9148435079212791,0.8122493736345587,1.0,0.5751092021019462,0.3152688504530705
unknown Clostridiales [meta_mOTU_v2_6484],0.5133286960698213,0.8350053321709413,0.14466307773080742,0.20847545004172785,0.7481809445533008
unknown Clostridiales [meta_mOTU_v2_6495],0.46240045849888756,0.8093352987793617,0.7753972490977366,0.07746987497568705,0.5004278614725662
unknown Clostridiales [meta_mOTU_v2_6503],0.22690231731680455,0.7781234708934688,0.635324314575586,0.03061820939215501,0.36474059420858795
unknown Clostridiales [meta_mOTU_v2_6511],0.22645752080640413,0.18188630979414844,0.6128656619861964,0.0809233542026451,0.3149463581823714
unknown Clostridiales [meta_mOTU_v2_6523],0.6448137715036819,0.2247409742894586,1.0,0.31731050786291415,0.31731050786291437
unknown Clostridiales [meta_mOTU_v2_6525],0.3780084303266963,0.4985191424554217,0.3081697293257176,0.9150323717750599,0.3890790714568245
unknown Clostridiales [meta_mOTU_v2_6548],0.7124752036390101,0.2980146432945069,0.26949372910274694,0.5009601936417748,0.9662051032350584
Clostridium sp. CAG:628 [meta_mOTU_v2_6559],0.9080800271802631,0.2648740044952502,1.0,0.08963846110654773,0.08070222238968358
unknown Clostridiales [meta_mOTU_v2_6561],0.11074232346229063,0.00047091701313666694,0.10862680514943432,0.6345752405194314,0.4178822614214657
unknown Clostridiales [meta_mOTU_v2_6571],0.6321756238744215,0.6972591530815908,0.31739420573778143,0.014964040234673891,0.5902889768254473
unknown Clostridiales [meta_mOTU_v2_6575],0.16415017718087255,0.37331894105711716,0.7257670869376698,0.2420194418573186,0.20023235807120354
unknown Clostridiales [meta_mOTU_v2_6585],0.9544670955728483,0.16709855376357952,0.33846116383379454,0.17639453851385933,0.5871894212013613
unknown Clostridiales [meta_mOTU_v2_6602],0.0001443030060832811,0.06566963930495835,0.00010217569811798348,0.6073251394601059,0.3980649435378829
unknown Clostridiales [meta_mOTU_v2_6629],0.1140829537377174,0.07574274556618524,0.05828513387649247,0.7759791257098022,0.7781375906263228
unknown Clostridiales [meta_mOTU_v2_6632],0.0024736651570459634,0.6941070274408205,0.004987875996790935,0.16207621764868185,0.006849337086520279
unknown Clostridiales [meta_mOTU_v2_6647],0.9303244570172806,0.08312229810082207,0.08455367747014006,0.04105577748112896,0.9905576342656008
unknown Clostridiales [meta_mOTU_v2_6672],0.21262394382917948,0.3744976778996719,0.010682105237240263,0.023498232857536,0.00015052908154196545
unknown Clostridiales [meta_mOTU_v2_6686],0.25483306530177985,0.808734050489665,0.9150050645889365,0.26160470173414563,0.08562134610848048
unknown Clostridiales [meta_mOTU_v2_6699],0.11594108051807774,0.17529581779341852,0.02720521240344833,0.7594348773439605,0.6752738770738111
unknown Clostridiales [meta_mOTU_v2_6700],0.18181769229201827,0.44731702186567723,0.09730501927539967,0.007066234817643998,0.018877026334033188
unknown Clostridiales [meta_mOTU_v2_6704],0.5022738809929835,0.06608873038611164,0.6733518848614367,0.6358426679678246,0.24486132735321986
unknown Clostridiales [meta_mOTU_v2_6716],0.38107299872148837,0.15388680292547616,0.04901266720694113,0.12266095082812871,0.14164469029513674
unknown Clostridiales [meta_mOTU_v2_6721],0.6323894468781897,0.00010170905241705717,0.013141623528506646,0.5867517441635659,0.4446184462894116
Clostridium sp. CAG:762 [meta_mOTU_v2_6739],0.8659238122129558,0.4312648493724661,0.2251956652882633,0.5449223469420654,1.0
unknown Clostridium [meta_mOTU_v2_6741],0.8759393772899486,0.75325282182779,0.005209985778721697,0.7296238047497599,0.17050404889295745
Clostridium sp. CAG:798 [meta_mOTU_v2_6742],0.17517485818808565,0.010355122371144079,0.08884746828010229,0.16262935070675055,0.44199215846632156
unknown Clostridiales [meta_mOTU_v2_6751],0.1783365406157269,0.11553815779944256,0.8136313103736521,0.8948961853961543,0.921029919301956
unknown Clostridiales [meta_mOTU_v2_6760],0.47764093040270184,0.0803660609285053,0.2780938802472548,0.28090179616632127,0.6457376069626958
Clostridium sp. CAG:914 [meta_mOTU_v2_6776],0.3776778791480583,0.2418865994088304,0.4404550177148525,0.5599171364648483,0.9905576342656008
unknown Clostridiales [meta_mOTU_v2_6777],0.013542797202164543,0.01761808532480435,0.059055362913900455,0.869623113072646,0.6299753723993342
Clostridium sp. CAG:1024 [meta_mOTU_v2_6786],0.283351750824378,0.8122493736345587,1.0,0.9890979978530957,0.15556599427132706
unknown Clostridiales [meta_mOTU_v2_6787],0.09063212290796845,0.8720593975445301,0.02201738314962867,0.05976325505212294,0.006003849106692742
Clostridium sp. CAG:710 [meta_mOTU_v2_6788],0.30551293526343304,0.8327830932150899,1.0,0.31731050786291415,0.31731050786291437
unknown Clostridiales [meta_mOTU_v2_6791],0.007721719065177821,0.0026983732368417238,0.635324314575586,0.19373374412648103,0.05175816967380557
unknown Clostridium [meta_mOTU_v2_6792],0.22675741844898412,0.35514242180684086,0.47744917565813505,0.9530152625340805,0.9288812966353494
unknown Clostridiales [meta_mOTU_v2_6795],0.5702876689369669,0.0433485801789489,0.7234282844624905,0.2103072655116317,0.401847341468333
unknown Clostridiales [meta_mOTU_v2_6801],0.4892110394726108,0.6643691448634046,0.034129405294603135,0.12497015362811333,0.14795592922429227
unknown Clostridiales [meta_mOTU_v2_6807],0.868302977491107,0.0019298086682369702,0.7538642161851555,0.683184640094296,0.9685555102110183
unknown Clostridiales [meta_mOTU_v2_6808],0.573542178783997,0.449930551387148,0.024023405338356528,0.1415010291114669,0.006443663923851888
