,AUS,CHN,DEU,FRA,USA
Merdibacter massiliensis [meta_mOTU_v2_6340],0.0003876447922164028,0.0005184522646412504,0.00022528865108420156,0.0,0.00011739792335667064
unknown Clostridiaceae [meta_mOTU_v2_5382],0.002294045977293126,0.0003593510804144851,0.0005028208506469378,0.0,0.0013866078385330602
Enorma massiliensis [ref_mOTU_v2_1824],0.0,0.0005455990787709246,0.0012272763387366345,0.0013223012681719765,0.0002974274284464652
Mogibacterium timidum [ref_mOTU_v2_1136],0.0,0.0006762272141678822,0.0,0.002492000821361641,0.0010092001659029093
Parvimonas micra [ref_mOTU_v2_1145],0.01325393473774414,0.03214439135397768,0.024959449019623478,0.015052471020551511,0.002606703721490784
Parvimonas sp. [ref_mOTU_v2_4961],0.0006068092937658157,0.0021677248315762304,0.0,0.005422921791237836,0.0
Fusobacterium nucleatum s. vincentii [ref_mOTU_v2_0754],0.0,0.0004755269034150807,0.001514923878205128,0.0,0.0008018610385392773
Peptostreptococcus anaerobius [ref_mOTU_v2_0148],0.002018574997108288,7.909473602904256e-05,0.0,0.0014968272267993855,0.001738192614338617
Fusobacterium gonidiaformans [ref_mOTU_v2_1404],0.0,0.0,0.0,0.0,0.00025764895330112746
unknown Phascolarctobacterium [meta_mOTU_v2_5554],0.033367822845668325,0.0,0.0,0.0,6.045386904761905e-05
unknown Veillonellaceae [meta_mOTU_v2_6915],0.0014938217596778764,0.00010899553799516335,0.0,0.0,0.0
Clostridium boltae/clostridioforme [ref_mOTU_v2_0886],0.0003008971704623878,0.006088049482876334,0.00341679614685842,0.0,0.0027257221726442447
Hungatella hathewayi [ref_mOTU_v2_0882],0.0006995898179473057,0.0066724793179146055,0.003118402579186952,0.022307800648534416,0.001617756210275325
unknown Clostridiales [meta_mOTU_v2_7104],0.0014762714747734846,0.0010318510623683174,0.001606792743908885,0.0036828539024641714,0.002793044986681158
Flavonifractor plautii [ref_mOTU_v2_1377],0.002167542129136051,0.0026449080746878753,0.004769278621430437,0.0021156820290751622,0.002365354477427167
unknown Clostridiales [meta_mOTU_v2_6672],0.0002820910973084886,0.00312355729064649,0.01145894970896292,0.0,0.005284284071739694
Clostridium symbiosum [ref_mOTU_v2_1475],0.0,0.0149191804163212,0.010743311719944769,0.004786278521972922,0.00957215224033079
unknown Clostridiales [meta_mOTU_v2_6105],0.001212179047135684,0.014718017877135663,0.005735229048957314,0.019449465028848006,0.0029122419861144517
Holdemania massiliensis [ref_mOTU_v2_2557],0.0006879277842010757,0.000959322420045372,0.0,0.0037612124961336224,0.00103817090003869
unknown Clostridiales [meta_mOTU_v2_6891],0.0007789893413081819,0.00018954052354268886,0.0,0.0033145774199775492,0.0014439798307923444
Clostridium sp. KLE 1755 [ref_mOTU_v2_0860],0.00036358408097538516,0.004395357232472151,0.0005060285103684741,0.002765597423627663,0.002786838729998471
unknown Clostridiales [meta_mOTU_v2_6561],0.0056261492134600365,0.0015527044647637548,0.0030377055836521326,0.0,0.001364723649902707
Blautia hydrogenotrophica [ref_mOTU_v2_4324],0.0011552605820430927,0.0004463347800294789,0.000460066050320459,0.0,0.0008053679022337756
unknown Clostridiales [meta_mOTU_v2_6073],0.0,0.0003878134461745544,0.0007491286535404175,0.001322301268171976,0.0007743018662285671
unknown Clostridiales [meta_mOTU_v2_7097],0.0008462732919254659,0.0,0.0028421857956264004,0.0012537374987112069,0.001332839848868414
unknown Clostridiales [meta_mOTU_v2_6036],0.0002820910973084887,0.0,0.0002703463813010419,0.0,0.00031540659151005617
unknown Ruminococcaceae [meta_mOTU_v2_7593],0.00110149857044267,0.0011911114361163866,0.0014671610761836323,0.0014104546860501078,0.0006808137680822419
unknown Anaeromassilibacillus [meta_mOTU_v2_5656],0.0020215979222677556,0.0007984176711467563,0.0006530752895602729,0.001410454686050108,0.001172891635773697
unknown Oscillibacter [meta_mOTU_v2_6438],0.0007274980930587337,0.00035382313468734116,0.0009448884089700466,0.004963404420377058,0.0012788417390357607
Faecalicoccus pleomorphus [ref_mOTU_v2_2178],0.013484167520146204,0.00017981978810762604,0.0004767201652629907,0.0,0.00017694677269145364
unknown Collinsella [meta_mOTU_v2_6772],0.00034718904284121666,0.00016501196336734394,0.0,0.0,0.0002493667219974409
unknown Clostridiales [meta_mOTU_v2_5569],0.0,0.00019929899034684163,0.0,0.0,0.00034397489635584863
Streptococcus salivarius [ref_mOTU_v2_0199],0.003066598014053373,0.001786875037619457,0.0030048081232986095,0.015181709596926246,0.0042453848316569434
Streptococcus constellatus/intermedius [ref_mOTU_v2_0143],0.0,0.00764088388811611,0.0002973000303367377,0.0,0.002654205985387826
Prevotella oris [ref_mOTU_v2_0520],0.0,0.0,0.0,0.0,0.0001825647539933255
Alloprevotella tannerae [ref_mOTU_v2_4636],0.0,0.0,0.0,0.0,0.0
Pyramidobacter piscolens [ref_mOTU_v2_4064],0.0,0.0006793534200285425,0.001410104811528578,0.0,0.0
Bacteroides coprophilus [ref_mOTU_v2_4472],0.00230787422694755,8.462135126386052e-05,0.0017623075542085535,0.0,0.0008095474521363519
unknown Desulfovibrio [meta_mOTU_v2_5993],0.0018974051509213585,0.0,0.0036398695874249654,0.0,0.0007257874300412543
Phascolarctobacterium sp. [ref_mOTU_v2_2805],0.0005857538667640972,0.0012981423084560421,0.0009692531881069598,0.0,0.0037743383582076275
Parabacteroides johnsonii [ref_mOTU_v2_5296],0.0006618527505143018,0.0018759534300953333,0.0010507485529114506,0.0021156820290751627,0.0005869281129165217
Bacteroides fragilis/ovatus [ref_mOTU_v2_1073],0.003010438057810963,0.0018949342268236246,0.0037726217692875845,0.008012462487324953,0.0072170806407041415
Clostridium citroniae [ref_mOTU_v2_4882],0.0007716088824021694,0.01089414061312307,0.000480582369127261,0.0,0.0024454135749438456
Dielma fastidiosa [ref_mOTU_v2_0138],0.0008062501105979366,0.0007402554568021743,0.0009523515699986289,0.0,0.0015420729836352841
Ruminococcus torques [ref_mOTU_v2_1376],0.008383994487408388,0.011463673656058024,0.004765351605850107,0.0028579569623529413,0.0039028935840518773
Clostridium asparagiforme [ref_mOTU_v2_4394],0.001324423638739934,0.0015790223006576195,0.0019982723012405106,0.0,0.0020443859122395345
Anaerotruncus colihominis [ref_mOTU_v2_0884],0.0018138068967704735,0.0048324510026225695,0.0014014102186145194,0.00040686192866830285,0.01112441414111793
unknown Clostridiales [meta_mOTU_v2_5517],0.0005014952841039797,0.003027067646806903,0.0009256813125695218,0.0,0.0013533354584606098
Lachnospiraceae bacterium 3_1_57FAA_CT1 [ref_mOTU_v2_0887],0.0014919035653326235,0.0029869506689078028,0.004822963883590221,0.0,0.004014673057001803
uncultured Eubacterium sp. [meta_mOTU_v2_6201],0.0012956128908890448,0.0002677200662948591,0.0002551855002290125,0.00398789271353453,0.0005163852010751238
unknown Clostridium [meta_mOTU_v2_5331],0.00119667859962891,0.000519326986550465,0.001191043939868567,0.0,0.0009212420797220352
unknown Clostridiales [meta_mOTU_v2_5339],0.0,0.0019275408437533755,0.000817231014599435,0.0,0.003603919445400759
unknown Clostridiales [meta_mOTU_v2_5735],0.0017573418776474364,0.0013825080074704934,0.0033830372375900993,0.0031570131533972742,0.001424699002204009
unknown Clostridiales [meta_mOTU_v2_6260],0.0010155279503105588,0.0,0.0,0.0016119482126286948,0.0
unknown Clostridiales [meta_mOTU_v2_6856],0.006734707722049717,0.0,0.0011131834034474387,0.0,0.001560042180388965
unknown Clostridiales [meta_mOTU_v2_7337],0.0010649651274651274,0.0004661739985891134,0.004211245628778729,0.015282126391743261,0.0036348641865147574
Ruminococcaceae bacterium D16 [ref_mOTU_v2_4480],0.007973172900948473,0.0007333042161900948,0.0,0.0009403031240334056,0.001905088770618319
unknown Clostridiales [meta_mOTU_v2_7784],0.013402133040366762,0.0,0.0006529132443251124,0.0,0.0005448565763185365
unknown Clostridiales [meta_mOTU_v2_6929],0.004000267825554299,0.0008472501559369267,0.0002790178571428572,0.0041896421702419424,0.00040375311300972926
unknown Clostridiales [meta_mOTU_v2_6022],0.0011391107167504676,0.0006903859396560344,0.00032967032967032983,0.0008281078649157822,0.0008866380613644247
unknown Clostridiales [meta_mOTU_v2_6259],0.0,0.0004143829824005446,0.0,0.0,0.0005843682653403308
Streptococcus oralis [ref_mOTU_v2_0356],0.0018756792034125933,0.005969581209412701,0.003533405907736523,0.0,0.0033686967815515726
Streptococcus sp. 2_1_36FAA [ref_mOTU_v2_1399],0.0017746236070567691,0.0005647192616839038,0.0009570235314705628,0.0017022728969570255,0.0009197255685259407
Streptococcus anginosus [ref_mOTU_v2_0351],0.0,0.0006317912313658322,0.0,0.0,0.00027143796374565644
Streptococcus anginosus [ref_mOTU_v2_0004],0.0007764221630681258,0.0029467978968727676,0.0033981494136788083,0.0,0.0026210068816654255
Fusobacterium varium [ref_mOTU_v2_4311],0.0,0.00117707194982556,0.0,0.0,0.000311854441442873
Bacteroides fragilis [ref_mOTU_v2_0286],0.0006180737477875904,0.0023522991775440953,0.0016473853973591633,0.0,0.0
Bacteroides plebeius [ref_mOTU_v2_4343],0.0009073147733168167,0.0021638143817425152,0.002744801949304926,0.00326655451623512,0.0019457195021256649
Fusobacterium mortiferum [ref_mOTU_v2_4310],0.0,0.0013301768991236097,0.0,0.0,0.0005775008796762588
Bacteroides thetaiotaomicron [ref_mOTU_v2_0897],0.0012023168322472543,0.0029060445050081694,0.001939428212289469,0.0008815341787813174,0.001796016836559676
Bacteroides dorei/vulgatus [ref_mOTU_v2_0898],0.009352716857652977,0.002878486172113048,0.0015975440414421312,0.0007212552371847144,0.005163894108255133
Bacteroides xylanisolvens [ref_mOTU_v2_1072],0.00032910628019323674,0.004896792911808031,0.005156816673457579,0.002717171476837418,0.004082808782680264
unknown Burkholderiales [meta_mOTU_v2_7434],0.0005432865577793114,0.004206593608708866,0.0,0.0,0.0016780732771236148
unknown Akkermansia [meta_mOTU_v2_7059],0.0003401270434931023,0.0005265630860394426,0.0006002270436794245,0.0,0.00010683760683760686
Subdoligranulum sp. 4_3_54A2FAA [ref_mOTU_v2_4738],0.004292207254724302,0.008788670790228974,0.004887761281145388,0.0069033403715587915,0.002134195571768494
Oscillibacter sp. KLE 1728 [ref_mOTU_v2_0858],0.0021099541513620187,0.0035954673354381154,0.0022001484603580137,0.0,0.0029889119035731884
Intestinimonas butyriciproducens [ref_mOTU_v2_2968],0.001387249786566433,0.0009069468481409337,0.000858403520821284,0.0016027894159660323,0.00167028622743495
Holdemania filiformis [ref_mOTU_v2_4459],0.00187921427293408,0.0009329873968201454,0.003160307181463766,0.0,0.0024610335402080767
unknown Clostridiales [meta_mOTU_v2_6699],0.0008712012483777074,0.0025087321607332575,0.0013614029444721319,0.001572413250891983,0.0012126366319154015
unknown Ruminococcaceae [meta_mOTU_v2_7652],0.0006164212867111419,0.0,0.0032998876273748995,0.0,0.003052968767580925
unknown Clostridiales [meta_mOTU_v2_6028],0.001166298006877717,0.0007240391151267172,0.0033943172495939215,0.002246576498045721,0.0016684765202471794
unknown Pseudoflavonifractor [meta_mOTU_v2_6108],0.012460811460017087,0.0001825675398602968,0.0016547790933048945,0.0,0.000668323629115178
unknown Ruminococcus [meta_mOTU_v2_5392],0.0,0.00027635089967742557,0.0013749551611106688,0.0,0.0
unknown Clostridiales [meta_mOTU_v2_5791],0.00040764679525086484,0.0003566092343482808,0.0006076144907723855,0.0,0.0013886850885548724
unknown Oscillibacter [meta_mOTU_v2_7111],0.0006279593122693315,0.0003073206885628746,0.001991241097351633,0.004784477625832029,0.0039541888279003646
Oscillibacter sp. CAG:155 [meta_mOTU_v2_5868],0.009092191108642636,0.0001720632973649624,0.0021763082504689777,0.0,0.0023281275189197493
unknown Clostridiales [meta_mOTU_v2_7209],0.00045134575569358174,0.00021320680015061178,0.0007761165798190209,0.0,0.0007390098461181133
unknown Clostridiales [meta_mOTU_v2_7298],0.0005516448125143777,0.00019856075935671626,0.0011545314920133503,0.0,0.002886803995501363
unknown Clostridiales [meta_mOTU_v2_6791],0.004109355196605044,0.0,0.0,0.0030518312716554816,0.0
unknown Clostridiales [meta_mOTU_v2_6054],0.0005097920810836417,0.0003577434452269142,0.0020001347528921607,0.0,0.0003678043673122724
Streptococcus australis [ref_mOTU_v2_1524],0.003033540083719666,0.0010345738897888153,0.0013819798509979069,0.0,0.0013442621511116557
Streptococcus vestibularis [ref_mOTU_v2_0198],0.001362015601146036,0.002333126051075846,0.0007733585858585856,0.0,0.0016160518675995515
Streptococcus anginosus [ref_mOTU_v2_0687],0.0003471890428412168,0.0021971118477343773,0.010025151140402882,0.0,0.0005149326886903388
Bifidobacterium dentium [ref_mOTU_v2_0631],0.0009827390825810792,0.0009422698174500477,0.0009990727133291342,0.0023507578100835135,0.0015376447496731004
Enterobacteriaceae sp. [ref_mOTU_v2_0036],0.0,0.0015608720247970269,0.004924010820434487,0.005121602460965828,0.008788974059013396
Klebsiella sp. [ref_mOTU_v2_0160],0.0002820910973084886,0.001465654631140649,0.0002776635129576305,0.0,0.0012699148070152893
Bacteroides coprocola [ref_mOTU_v2_4312],0.0004616036137775268,0.0017250849487933284,0.003116828802808405,0.0,0.0035116384949307553
unknown Synergistaceae [meta_mOTU_v2_6989],0.0,0.003607560715336462,0.0,0.0,0.00030420469625029893
Parabacteroides gordonii [ref_mOTU_v2_2090],0.0,0.0007069890338033617,0.0,0.0,0.0009239621957912655
Bilophila wadsworthia [ref_mOTU_v2_1149],0.0015935064035117491,0.0036202283643830277,0.002051283970246619,0.0048444471020205404,0.0031738112347191637
Bacteroidales sp. [ref_mOTU_v2_1074],0.0033415015814067177,0.0037621835030118467,0.0003047619047619047,0.007324405017992096,0.003224965754145121
Bacteroides cellulosilyticus/timonensis [ref_mOTU_v2_0692],0.00043522626441881116,0.0017310994026071428,0.0005793136742165185,0.0,0.004416211636836498
Bacteroides rodentium/uniformis [ref_mOTU_v2_0899],0.0010486136132098862,0.002634512267541791,0.0013498017127276491,0.008985755496192648,0.0034792153614937094
Alistipes putredinis [ref_mOTU_v2_4266],0.0024699420185962627,0.0015448131824215374,0.0024684108782296443,0.002816953770015942,0.003561999982395231
Clostridium leptum [ref_mOTU_v2_4234],0.0008768840430331116,0.0024761767408368156,0.0022983539248859833,0.0,0.004992098490572074
Adlercreutzia equolifaciens [ref_mOTU_v2_3198],0.0016582579644946389,0.0010199206786988212,0.0020914857221832795,0.0,0.0029992353788873475
unknown Clostridiales [meta_mOTU_v2_6419],0.005528790484017165,0.0017092968448894524,0.001534288024517755,0.0014188502496575493,0.003818681866740653
unknown Clostridiales [meta_mOTU_v2_5954],0.0010974903481554524,0.0008049367118865595,0.0,0.0,0.001488555467014031
unknown Clostridiales [meta_mOTU_v2_7281],0.0027086004010599767,0.0012941660255236715,0.0,0.0,0.0027553672199864543
Akkermansia muciniphila [ref_mOTU_v2_1301],0.0013758284312114543,0.0017633780004756257,0.0018398261072826569,0.0014749852926014197,0.0018719459814261217
Bacteroides stercorirosoris [ref_mOTU_v2_2726],0.0,0.0006878586353323498,0.0,0.0,0.0006374601491714081
unknown Clostridiales [meta_mOTU_v2_7072],0.0,0.0,0.0,0.0,0.00013756613756613762
unknown Clostridiales [meta_mOTU_v2_6777],0.0006017943409247756,0.0007760691790910306,0.0008053928117957526,0.004425702274836208,0.001985773166733703
unknown Oscillibacter [meta_mOTU_v2_5845],0.0009461105185742861,0.0005064076012541105,0.0021949268483504457,0.0011753789050417567,0.0014059940609138129
unknown Clostridiales [meta_mOTU_v2_6261],0.0003008971704623878,0.0003599933344620467,0.0037518975159467893,0.0019359181965393636,0.0011148018416510905
unknown Anaerotruncus [meta_mOTU_v2_6835],0.0034498743922360374,0.0,0.009587637278886466,0.0017022728969570255,0.0015761162467026607
unknown Clostridiales [meta_mOTU_v2_7707],0.0,0.0,0.0020556136851616674,0.004928573232525534,0.00021615935389731586
unknown Olsenella [meta_mOTU_v2_7727],0.0,0.0,0.0002830752650146921,0.0,0.0
unknown Eggerthella [meta_mOTU_v2_6998],0.00011753795721187069,0.0008900661703073001,0.0,0.0,0.00014979423868312767
Granulicatella adiacens [ref_mOTU_v2_4659],0.0011329234372712638,0.003701646666025465,0.003192911800565263,0.0,0.0020197913135700457
unknown Lactobacillales [meta_mOTU_v2_6288],0.0005014952841039797,0.0022207495843120126,0.0006429816892681315,0.0,0.0020365760162527518
Lactobacillus fermentum [ref_mOTU_v2_1050],0.0,0.0003496700955040784,0.0,0.00133565784663836,0.0009941435852915852
Lactobacillus salivarius [ref_mOTU_v2_0125],0.0003134345525649874,0.0003580639705789205,0.0,0.0018233441988468272,0.0002149470899470899
Streptococcus sp. [ref_mOTU_v2_0416],0.0,0.001005978933010988,0.00026674076132258956,0.0,0.0014851118070259735
unknown Clostridiales [meta_mOTU_v2_5661],0.0,0.0036354782370670593,0.0,0.0,0.0
